Group	Italian	English
1	Era	was
1	lo	The
1	loco	place
1	ov'	where
1	a	to
1	scender	descend
1	la	the
1	riva	bank
1	venimmo	we came
1	alpestro	rugged
1	e	and
1	per	because of
1	quel	what
1	che	-
1	v'	there
1	er'	was
1	anco	besides
1	tal	such
1	ch'	that
1	ogne	every
1	vista	eye
1	ne	of it
1	sarebbe	would be
1	schiva	shy
2	Qual	As
2	è	is
2	quella	that
2	ruina	ruin
2	che	which
2	nel	on
2	fianco	flank
2	di	of
2	qua	this side
2	da	of
2	Trento	Trent
2	l'	the
2	Adice	Adige
2	percosse	struck
2	o	either
2	per	by
2	tremoto	earthquake
2	o	or
2	per	by
2	sostegno	support
2	manco	failure
3	che	for
3	da	from
3	cima	top
3	del	the
3	monte	mountain
3	onde	whence
3	si	it
3	mosse	moved
3	al	to the
3	piano	plain
3	è	has
3	sì	so
3	la	the
3	roccia	cliff
3	discoscesa	fallen down
3	ch'	that
3	alcuna	a
3	via	path
3	darebbe	might give
3	a	to
3	chi	one
3	sù	above
3	fosse	was
4	cotal	so
4	di	of
4	quel	that
4	burrato	ravine
4	era	was
4	la	the
4	scesa	descent
4	e	And
4	'n	on
4	su	-
4	la	the
4	punta	edge
4	de	of
4	la	the
4	rotta	broken
4	lacca	chasm
4	l'	the
4	infamïa	infamy
4	di	of
4	Creti	Crete
4	era	lay
4	distesa	stretched out
5	che	that
5	fu	was
5	concetta	conceived
5	ne	in
5	la	the
5	falsa	false
5	vacca	cow
5	e	And
5	quando	when
5	vide	saw
5	noi	us
5	sé	himself
5	stesso	-
5	morse	bit
5	sì	even
5	come	as
5	quei	one
5	cui	whom
5	l'	-
5	ira	wrath
5	dentro	inwardly
5	fiacca	rends
6	Lo	My
6	savio	Sage
6	mio	My
6	inver'	toward
6	lui	him
6	gridò	cried out
6	Forse	Perchance
6	tu	thou
6	credi	believest
6	che	that
6	qui	here
6	sia	is
6	'l	the
6	duca	Duke
6	d'	of
6	Atene	Athens
6	che	who
6	sù	up
6	nel	in the
6	mondo	world
6	la	-
6	morte	death
6	ti	thee
6	porse	brought
7	Pàrtiti	Get thee gone
7	bestia	beast
7	ché	for
7	questi	this one
7	non	not
7	vene	comes
7	ammaestrato	instructed
7	da	by
7	la	-
7	tua	thy
7	sorella	sister
7	ma	but
7	vassi	he goes
7	per	to
7	veder	behold
7	le	-
7	vostre	your
7	pene	punishments
8	Qual	As
8	è	-
8	quel	a
8	toro	bull
8	che	that
8	si	away
8	slaccia	breaks
8	in	at
8	quella	the instant
8	c'	-
8	ha	he has
8	ricevuto	received
8	già	now
8	'l	his
8	colpo	stroke
8	mortale	mortal
8	che	and
8	gir	go
8	non	cannot
8	sa	-
8	ma	but
8	qua	hither
8	e	and
8	là	thither
8	saltella	plunges
9	vid'	saw
9	io	I
9	lo	the
9	Minotauro	Minotaur
9	far	do
9	cotale	the like
10	e	And
10	quello	that
10	accorto	wary
10	gridò	cried out
10	Corri	Run
10	al	to the
10	varco	pass
10	mentre	while
10	ch'	-
10	e'	he
10	'nfuria	raging
10	è	is
10	buon	well
10	che	that
10	tu	thou
10	ti	-
10	cale	descend
10	Così	So
10	prendemmo	we took
10	via	way
10	giù	down
10	per	over
10	lo	the
10	scarco	discharge
11	di	of
11	quelle	those
11	pietre	stones
11	che	which
11	spesso	often
11	moviensi	moved
11	sotto	under
11	i	the
11	miei	my
11	piedi	feet
11	per	because of
11	lo	the
11	novo	novel
11	carco	burden
12	Io	I
12	gia	was going along
12	pensando	thinking
12	e	and
12	quei	he
12	disse	said
12	Tu	Thou
12	pensi	thinkest
12	forse	perhaps
12	a	on
