Group	Italian	English
1	Così	So
1	di	from
1	ponte	bridge
1	in	to
1	ponte	bridge
1	altro	other
1	parlando	speaking
1	che	which
1	la	-
1	mia	my
1	comedìa	Comedy
1	cantar	sing
1	non	not
1	cura	careth
1	venimmo	we went
1	e	and
1	tenavamo	held
1	'l	the
1	colmo	summit
1	quando	when
2	restammo	we stopped
2	per	to
2	veder	see
2	l'	the
2	altra	next
2	fessura	cleft
2	di	of
2	Malebolge	Malebolge
2	e	and
2	li	the
2	altri	next
2	pianti	lamentations
2	vani	vain
2	e	and
2	vidila	I saw it
2	mirabilmente	wonderfully
2	oscura	dark
3	Quale	As
3	ne	in
3	l'	the
3	arzanà	Arsenal
3	de'	of
3	Viniziani	Venetians
3	bolle	is boiling
3	l'	-
3	inverno	in winter
3	la	the
3	tenace	sticky
3	pece	pitch
3	a	for
3	rimpalmare	smearing
3	i	-
3	legni	vessels
3	lor	their
3	non	-
3	sani	unsound
4	ché	because
4	navicar	go to sea
4	non	cannot
4	ponno	cannot
4	in	-
4	quella	thereof
4	vece	instead
4	chi	one
4	fa	builds
4	suo	him
4	legno	bark
4	novo	new
4	e	and
4	chi	one
4	ristoppa	caulks
4	le	the
4	coste	sides
4	a	of
4	quel	that
4	che	which
4	più	many a
4	vïaggi	voyage
4	fece	hath made
5	chi	one
5	ribatte	hammers
5	da	at
5	proda	prow
5	e	and
5	chi	one
5	da	at
5	poppa	stern
5	altri	another
5	fa	makes
5	remi	oars
5	e	and
5	altri	another
5	volge	twists
5	sarte	cordage
5	chi	and one
5	terzeruolo	foresail
5	e	and
5	artimon	mainsail
5	rintoppa	patches
6	tal	so
6	non	not
6	per	by
6	foco	fire
6	ma	but
6	per	by
6	divin'	divine
6	arte	art
6	bollia	was boiling
6	là	there
6	giuso	below
6	una	a
6	pegola	pitch
6	spessa	thick
6	che	which
6	'nviscava	belimed
6	la	the
6	ripa	bank
6	d'	on
6	ogne	every
6	parte	side
7	I'	I
7	vedea	saw
7	lei	it
7	ma	but
7	non	not
7	vedëa	saw
7	in	in
7	essa	it
7	mai	aught
7	che	but
7	le	the
7	bolle	bubbles
7	che	which
7	'l	the
7	bollor	boiling
7	levava	raised
7	e	and
7	gonfiar	swelling up
7	tutta	all of it
7	e	and
7	riseder	again sinking
7	compressa	compressed
8	Mentr'	While
8	io	I
8	là	there
8	giù	down
8	fisamente	fixedly
8	mirava	was gazing
8	lo	the
8	duca	Leader
8	mio	my
8	dicendo	saying
8	Guarda	Take heed
8	guarda	take heed
8	mi	me
8	trasse	drew
8	a	to
8	sé	himself
8	del	from the
8	loco	place
8	dov'	where
8	io	I
8	stava	was standing
9	Allor	Then
9	mi	I
9	volsi	turned
9	come	as
9	l'	-
9	uom	one
9	cui	who
9	tarda	slow
9	di	to
9	veder	see
9	quel	what
9	che	-
9	li	him
9	convien	behoves
9	fuggire	fly
9	e	and
9	cui	whom
9	paura	fear
9	sùbita	sudden
9	sgagliarda	unnerves
10	che	and
10	per	in order to
10	veder	see
10	non	not
10	indugia	delays
10	'l	-
10	partire	to depart
10	e	And
10	vidi	I saw
10	dietro	behind
10	a	-
10	noi	us
10	un	a
10	diavol	devil
10	nero	black
10	correndo	running
10	su	up
10	per	along
10	lo	-
10	scoglio	crag
10	venire	come
11	Ahi	Ah!
11	quant'	how
11	elli	he
