Group	Italian	English
1	Pape	Pape
1	Satàn	Satan
1	pape	pape
1	Satàn	Satan
1	aleppe	aleppe
1	cominciò	began
1	Pluto	Pluto
1	con	with
1	la	his
1	voce	voice
1	chioccia	clucking
1	e	And
1	quel	that
1	savio	Sage
1	gentil	gentle
1	che	who
1	tutto	everything
1	seppe	knew
2	disse	said
2	per	to
2	confortarmi	comfort me
2	Non	not
2	ti	thee
2	noccia	hurt
2	la	-
2	tua	thy
2	paura	fear
2	ché	for
2	poder	power
2	ch'	whatso
2	elli	he
2	abbia	have
2	non	not
2	ci	thee
2	torrà	shall take
2	lo	the
2	scender	descent
2	questa	this
2	roccia	rock
3	Poi	Then
3	si	-
3	rivolse	turned
3	a	to
3	quella	that
3	'nfiata	swollen
3	labbia	lip
3	e	and
3	disse	said
3	Taci	Be silent
3	maladetto	accursed
3	lupo	wolf
3	consuma	consume
3	dentro	inwardly
3	te	thyself
3	con	with
3	la	-
3	tua	thine own
3	rabbia	rage
4	Non	not
4	è	is
4	sanza	without
4	cagion	cause
4	l'	this
4	andare	going
4	al	to the
4	cupo	abyss
4	vuolsi	it is willed
4	ne	on
4	l'	-
4	alto	high
4	là	there
4	dove	where
4	Michele	Michael
4	fé	did
4	la	-
4	vendetta	vengeance
4	del	on the
4	superbo	proud
4	strupo	adultery
5	Quali	As
5	dal	by the
5	vento	wind
5	le	-
5	gonfiate	swollen
5	vele	sails
5	caggiono	fall
5	avvolte	in a heap
5	poi	when
5	che	-
5	l'	the
5	alber	mast
5	fiacca	snaps
5	tal	so
5	cadde	fell
5	a	to
5	terra	earth
5	la	the
5	fiera	beast
5	crudele	cruel
6	Così	Thus
6	scendemmo	we descended
6	ne	into
6	la	the
6	quarta	fourth
6	lacca	hollow
6	pigliando	taking
6	più	more
6	de	of
6	la	the
6	dolente	woeful
6	ripa	bank
6	che	that
6	'l	the
6	mal	evil
6	de	of
6	l'	the
6	universo	universe
6	tutto	whole
6	insacca	gathers in
7	Ahi	Ah
7	giustizia	Justice
7	di	of
7	Dio	God
7	tante	so many
7	chi	Who
7	stipa	heapeth up
7	nove	new
7	travaglie	travails
7	e	and
7	pene	penalties
7	quant'	as
7	io	I
7	viddi	saw
7	e	And
7	perché	why
7	nostra	our
7	colpa	sin
7	sì	so
7	ne	us
7	scipa	waste
8	Come	As
8	fa	doth
8	l'	the
8	onda	wave
8	là	yonder
8	sovra	upon
8	Cariddi	Charybdis
8	che	which
8	si	is
8	frange	broken
8	con	on
8	quella	that
8	in	-
8	cui	which
8	s'	it
8	intoppa	encounters
8	così	so
8	convien	it behoves
8	che	that
8	qui	here
8	la	the
8	gente	people
8	riddi	counterdance
9	Qui	Here
9	vid'	saw
9	i'	I
9	gente	people
9	più	more
9	ch'	than
9	altrove	elsewhere
9	troppa	many
9	e	and
9	d'	from
9	una	one
9	parte	side
9	e	and
9	d'	from
9	altra	other
9	con	with
9	grand'	great
9	urli	howls
9	voltando	rolling
9	pesi	weights
9	per	by
9	forza	force
9	di	of
9	poppa	chest
10	Percotëansi	They struck
10	'ncontro	against each other
10	e	and
10	poscia	then
10	pur	just
10	lì	there
10	si	-
10	rivolgea	turned
10	ciascun	each
10	voltando	rolling
10	a	-
10	retro	backward
10	gridando	crying
10	Perché	Why
10	tieni	keepest thou
10	e	and
10	Perché	Why
10	burli	flingest thou away
11	Così	Thus
11	tornavan	turned
11	per	through
11	lo	the
11	cerchio	circle
11	tetro	dark
11	da	on
11	ogne	either
11	mano	hand
11	a	to
11	l'	the
11	opposito	opposite
11	punto	point
11	gridandosi	crying out
11	anche	still
11	loro	their
11	ontoso	opprobrious
11	metro	verse
12	poi	then
12	si	-
12	volgea	wheeled round
12	ciascun	each
12	quand'	when
12	era	had
12	giunto	come
12	per	through
12	lo	-
12	suo	his
12	mezzo	half
12	cerchio	circle
12	a	to
12	l'	the
12	altra	other
