Group	Italian	English
1	Poi	Because
1	che	-
1	la	the
1	carità	charity
1	del	of
1	natio	native
1	loco	place
1	mi	me
1	strinse	constrained
1	raunai	gathered up
1	le	the
1	fronde	leaves
1	sparte	scattered
1	e	and
1	rende'	gave back
1	le	them
1	a	to
1	colui	him
1	ch'	who
1	era	was
1	già	already
1	fioco	hoarse
2	Indi	Then
2	venimmo	we came
2	al	to the
2	fine	confine
2	ove	where
2	si	is
2	parte	divided
2	lo	the
2	secondo	second
2	giron	round
2	dal	from the
2	terzo	third
2	e	and
2	dove	where
2	si	is
2	vede	seen
2	di	of
2	giustizia	justice
2	orribil	horrible
2	arte	mode
3	A	To
3	ben	clearly
3	manifestar	make manifest
3	le	the
3	cose	things
3	nove	new
3	dico	I say
3	che	that
3	arrivammo	had reached
3	ad	-
3	una	a
3	landa	plain
3	che	which
3	dal	from
3	suo	its
3	letto	bed
3	ogne	every
3	pianta	plant
3	rimove	removeth
4	La	The
4	dolorosa	woeful
4	selva	wood
4	l'	it
4	è	is
4	ghirlanda	a garland
4	intorno	round about
4	come	even as
4	'l	the
4	fosso	foss
4	tristo	dismal
4	ad	to
4	essa	that
4	quivi	Here
4	fermammo	stayed
4	i	our
4	passi	steps
4	a	on
4	randa	the
4	a	very
4	randa	edge
5	Lo	The
5	spazzo	floor
5	era	was
5	una	a
5	rena	sand
5	arida	dry
5	e	and
5	spessa	dense
5	non	not
5	d'	in
5	altra	other
5	foggia	fashion
5	fatta	made
5	che	than
5	colei	that
5	che	which
5	fu	was
5	da'	by
5	piè	feet
5	di	of
5	Caton	Cato
5	già	of old
5	soppressa	trodden
6	O	O
6	vendetta	vengeance
6	di	of
6	Dio	God
6	quanto	how much
6	tu	thou
6	dei	oughtest
6	esser	to be
6	temuta	feared
6	da	by
6	ciascun	every one
6	che	who
6	legge	readeth
6	ciò	that
6	che	which
6	fu	was
6	manifesto	manifest
6	a	unto
6	li	-
6	occhi	eyes
6	mei	mine
7	D'	Of
7	anime	souls
7	nude	naked
7	vidi	saw
7	molte	many
7	gregge	flocks
7	che	that
7	piangean	were weeping
7	tutte	all
7	assai	very
7	miseramente	miserably
7	e	and
7	parea	seemed
7	posta	imposed
7	lor	them
7	diversa	diverse
7	legge	law
8	Supin	supine
8	giacea	were lying
8	in	on
8	terra	the ground
8	alcuna	Some
8	gente	folk
8	alcuna	some
8	si	-
8	sedea	were seated
8	tutta	all
8	raccolta	crouched up
8	e	and
8	altra	others
8	andava	were going about
8	continüamente	continually
9	Quella	Those
9	che	who
9	giva	were going
9	'ntorno	around
9	era	were
9	più	far
9	molta	the more
9	e	and
9	quella	those
9	men	fewer
9	che	who
9	giacëa	were lying down
9	al	under the
9	tormento	torment
9	ma	but
9	più	more
9	al	for
9	duolo	wailing
9	avea	had
9	la	their
9	lingua	tongues
9	sciolta	loose
10	Sovra	Over
10	tutto	all
10	'l	the
10	sabbion	sand
10	d'	with
10	un	a
10	cader	falling
10	lento	slow
10	piovean	were raining down
10	di	of
10	foco	fire
10	dilatate	dilated
10	falde	flakes
10	come	as
10	di	of
10	neve	snow
10	in	on
10	alpe	alps
10	sanza	without
10	vento	wind
11	Quali	As which
11	Alessandro	Alexander
11	in	in
11	quelle	those
11	parti	parts
11	calde	hot
11	d'	of
11	Indïa	India
11	vide	saw
11	sopra	upon
11	'l	the
11	süo	his
11	stuolo	host
11	fiamme	flames
11	cadere	falling
11	infino	-
11	a	to
11	terra	ground
11	salde	solid
12	per	wherefore
12	ch'	-
12	ei	he
12	provide	took care
12	a	to
12	scalpitar	trample
12	lo	the
12	suolo	soil
12	con	by
12	le	-
12	sue	his
12	schiere	troops
12	acciò	because
12	che	-
12	lo	the
12	vapore	vapor
12	mei	better
12	si	-
12	stingueva	was extinguished
12	mentre	while
12	ch'	-
12	era	was
12	solo	single
13	tale	so
13	scendeva	was descending
13	l'	the
13	etternale	eternal
13	ardore	glow
13	onde	whereby
13	la	the
13	rena	sand
13	s'	was
13	accendea	kindled
13	com'	like
13	esca	tinder
13	sotto	beneath
13	focile	steel
13	a	for
13	doppiar	doubling
13	lo	the
13	dolore	dole
14	Sanza	Without
14	riposo	repose
14	mai	ever
14	era	was
14	la	the
14	tresca	dance
14	de	of
14	le	the
14	misere	wretched
14	mani	hands
14	or	now
14	quindi	there
14	or	now
14	quinci	here
14	escotendo	brushing
14	da	from
14	sé	them
14	l'	the
14	arsura	burning
14	fresca	fresh
15	I'	I
15	cominciai	began
15	Maestro	Master
15	tu	thou
15	che	that
15	vinci	overcomest
15	tutte	everything
15	le	-
15	cose	-
15	fuor	except
15	che	-
15	demon	demons
15	duri	obdurate
15	ch'	who
15	a	at
15	l'	the
15	intrar	entrance
15	de	of
15	la	the
15	porta	gate
15	incontra	against
15	uscinci	came out us
16	chi	who
16	è	is
16	quel	that
16	grande	great one
16	che	that
16	non	not
16	par	seemeth
16	che	to
16	curi	heed
16	lo	the
16	'ncendio	fire
16	e	and
16	giace	lies
16	dispettoso	scornful
16	e	and
16	torto	contorted
16	sì	so
16	che	that
16	la	the
16	pioggia	rain
16	non	not
16	par	seems
16	che	to
16	'l	him
16	marturi	ripen
17	E	And
17	quel	that
17	medesmo	same one
17	che	who
17	si	-
17	fu	had
17	accorto	perceived
17	ch'	that
17	io	I
17	domandava	was asking
17	il	-
17	mio	my
17	duca	Leader
17	di	about
17	lui	him
17	gridò	cried out
17	Qual	Such as
17	io	I
17	fui	was
17	vivo	alive
17	tal	such
17	son	am
17	morto	dead
18	Se	Though
18	Giove	Jove
18	stanchi	weary
18	'l	-
18	suo	his
18	fabbro	smith
18	da	from
18	cui	whom
18	crucciato	in wrath
18	prese	took
18	la	the
18	folgore	thunderbolt
18	aguta	sharp
18	onde	wherewith
18	l'	on my
18	ultimo	last
18	dì	day
18	percosso	smitten
18	fui	I was
19	o	or
19	s'	though
19	elli	he
19	stanchi	weary
19	li	the
19	altri	others
19	a	by
19	muta	turn
19	a	by
19	muta	turn
19	in	in
19	Mongibello	Mongibello
19	a	at
19	la	the
19	focina	forge
19	negra	black
19	chiamando	crying
19	Buon	Good
19	Vulcano	Vulcan
19	aiuta	help
19	aiuta	help
20	sì	even
20	com'	as
20	el	he
20	fece	did
20	a	at
20	la	the
