Group	Italian	English
1	Ruppemi	broke
1	l'	the
1	alto	deep
1	sonno	sleep
1	ne	in
1	la	my
1	testa	head
1	un	A
1	greve	heavy
1	truono	thunder
1	sì	so
1	ch'	that
1	io	I
1	mi	-
1	riscossi	started up
1	come	like
1	persona	person
1	ch'	who
1	è	is
1	per	by
1	forza	force
1	desta	wakened
2	e	And
2	l'	my
2	occhio	eye
2	riposato	rested
2	intorno	round about
2	mossi	moved
2	dritto	erect
2	levato	risen
2	e	and
2	fiso	fixedly
2	riguardai	looked
2	per	to
2	conoscer	distinguish
2	lo	the
2	loco	place
2	dov'	where
2	io	I
2	fossi	was
3	Vero	True
3	è	is
3	che	that
3	'n	-
3	su	on
3	la	the
3	proda	verge
3	mi	myself
3	trovai	found
3	de	of
3	la	the
3	valle	valley
3	d'	of
3	abisso	abyss
3	dolorosa	woeful
3	che	that
3	'ntrono	in thunder
3	accoglie	gathers
3	d'	of
3	infiniti	infinite
3	guai	wailings
4	Oscura	Dark
4	e	-
4	profonda	profound
4	era	it was
4	e	and
4	nebulosa	cloudy
4	tanto	so
4	che	that
4	per	though
4	ficcar	fixed
4	lo	my
4	viso	sight
4	a	on
4	fondo	bottom
4	io	I
4	non	not
4	vi	there
4	discernea	discern
4	alcuna	anything
4	cosa	-
5	Or	Now
5	discendiam	we descend
5	qua	here
5	giù	down
5	nel	into the
5	cieco	blind
5	mondo	world
5	cominciò	began
5	il	the
5	poeta	Poet
5	tutto	all
5	smorto	deadly pale
5	Io	I
5	sarò	will be
5	primo	first
5	e	and
5	tu	thou
5	sarai	shalt be
5	secondo	second
6	E	And
6	io	I
6	che	who
6	del	his
6	color	color
6	mi	-
6	fui	had
6	accorto	observed
6	dissi	said
6	Come	How
6	verrò	shall I come
6	se	if
6	tu	thou
6	paventi	fearest
6	che	who
6	suoli	art wont
6	al	to
6	mio	my
6	dubbiare	doubting
6	esser	to be
6	conforto	a comfort
7	Ed	And
7	elli	he
7	a	to
7	me	me
7	L'	The
7	angoscia	anguish
7	de	of
7	le	the
7	genti	folk
7	che	who
7	son	are
7	qua	here
7	giù	down
7	nel	upon
7	viso	face
7	mi	my
7	dipigne	depicts
7	quella	that
7	pietà	pity
7	che	which
7	tu	thou
7	per	for
7	tema	fear
7	senti	takest
8	Andiam	Let us go on
8	ché	for
8	la	the
8	via	way
8	lunga	long
8	ne	us
8	sospigne	urges
9	Così	So
9	si	he
9	mise	set forth
9	e	and
9	così	so
9	mi	me
9	fé	made
9	intrare	enter
9	nel	within the
9	primo	first
9	cerchio	circle
9	che	that
9	l'	the
9	abisso	abyss
9	cigne	girds
9	Quivi	Here
9	secondo	so far
9	che	as
9	per	could be
9	ascoltare	heard
10	non	no
10	avea	was
10	pianto	plaint
10	mai	-
10	che	but
10	di	that of
10	sospiri	sighs
10	che	which
10	l'	the
10	aura	air
10	etterna	eternal
10	facevan	made
10	tremare	to tremble
10	ciò	this
10	avvenia	came
10	di	of
10	duol	woe
10	sanza	without
10	martìri	torments
11	ch'	-
11	avean	felt
11	le	the
11	turbe	crowds
11	ch'	which
11	eran	were
11	molte	many
11	e	and
11	grandi	great
11	d'	of
11	infanti	infants
11	e	and
11	di	of
11	femmine	women
11	e	and
11	di	of
11	viri	men
12	Lo	The
12	buon	good
12	maestro	Master
12	a	to
12	me	me
12	Tu	Thou
12	non	not
12	dimandi	dost ask
12	che	what
12	spiriti	spirits
12	son	are
12	questi	these
12	che	that
12	tu	thou
12	vedi	seest
12	Or	Now
12	vo'	would have
12	che	thee
12	sappi	know
12	innanzi	before
12	che	-
12	più	farther
12	andi	goest
13	ch'	that
13	ei	they
13	non	not
13	peccaro	sinned
13	e	and
13	s'	if
13	elli	they
13	hanno	have
13	mercedi	merits
13	non	not
13	basta	sufficeth
13	perché	because
13	non	not
13	ebber	had
13	battesmo	baptism
13	ch'	which
13	è	is
13	porta	part
13	de	of
13	la	the
13	fede	faith
13	che	that
13	tu	thou
13	credi	believest
14	e	and
14	s'	if
14	e'	they
14	furon	were
14	dinanzi	before
14	al	-
14	cristianesmo	Christianity
14	non	did not
14	adorar	worship
14	debitamente	duly
14	a	-
14	Dio	God
14	e	and
14	di	of
14	questi	these
14	cotai	such as
14	son	am
14	io	I
14	medesmo	myself
15	Per	Through
15	tai	such
15	difetti	defects
15	non	not
15	per	through
15	altro	other
15	rio	guilt
15	semo	are
15	perduti	lost
15	e	and
15	sol	only
15	di	-
15	tanto	so far
15	offesi	harmed
15	che	that
15	sanza	without
15	speme	hope
15	vivemo	live
15	in	in
15	disio	desire
16	Gran	Great
16	duol	woe
16	mi	me
16	prese	seized
16	al	at
16	cor	heart
16	quando	when
16	lo	him
16	'ntesi	heard
16	però	because
16	che	-
16	gente	people
16	di	of
16	molto	much
16	valore	worth
16	conobbi	knew
16	che	that
16	'n	in
16	quel	that
16	limbo	limbo
16	eran	were
16	sospesi	suspended
17	Dimmi	Tell me
17	maestro	Master
17	mio	my
17	dimmi	tell me
17	segnore	Lord
17	comincia'	began
17	io	I
17	per	with
17	voler	wish
17	esser	to be
17	certo	assured
17	di	of
17	quella	that
17	fede	faith
17	che	which
17	vince	vanquishes
17	ogne	every
17	errore	error
18	uscicci	go out from here
18	mai	ever
18	alcuno	any one
18	o	either
18	per	by
18	suo	his own
18	merto	merit
18	o	or
18	per	by
18	altrui	another’s
18	che	who
18	poi	afterwards
18	fosse	was
18	beato	blessed
18	E	And
18	quei	he
18	che	who
18	'ntese	understood
18	il	-
18	mio	my
18	parlar	speech
18	coverto	covert
19	rispuose	answered
19	Io	I
19	era	was
19	nuovo	new
19	in	in
19	questo	this
19	stato	state
19	quando	when
19	ci	hither
19	vidi	saw
19	venire	come
19	un	a
19	possente	Mighty One
19	con	with
19	segno	sign
19	di	of
19	vittoria	victory
19	coronato	crowned
20	Trasseci	drew out hence
20	l'	the
20	ombra	shade
20	del	of the
20	primo	first
20	parente	parent
20	d'	of
20	Abèl	Abel
20	suo	his
20	figlio	son
20	e	and
20	quella	that
20	di	of
20	Noè	Noah
20	di	of
20	Moïsè	Moses
20	legista	law-giver
20	e	and
20	ubidente	obedient
21	Abraàm	Abraham
21	patrïarca	the patriarch
21	e	and
21	Davìd	David
21	re	the King
21	Israèl	Israel
21	con	with
21	lo	his
21	padre	father
21	e	and
21	co'	with
21	suoi	his
21	nati	offspring
21	e	and
21	con	with
21	Rachele	Rachel
21	per	for
21	cui	whom
21	tanto	so much
21	fé	he did
22	e	and
22	altri	others
22	molti	many
22	e	and
22	feceli	He made them
22	beati	blessed
22	E	and
22	vo'	I would
22	che	have thee
22	sappi	know
22	che	that
22	dinanzi	before
22	ad	-
22	essi	these
22	spiriti	spirits
22	umani	human
22	non	not
22	eran	were
22	salvati	saved
23	Non	not
23	lasciavam	ceased
23	l'	-
23	andar	going on
23	perch'	because
23	ei	he
23	dicessi	spoke
23	ma	but
23	passavam	were passing through
23	la	the
23	selva	wood
23	tuttavia	all the while
23	la	the
23	selva	wood
23	dico	I mean
23	di	of
23	spiriti	spirits
23	spessi	crowded
24	Non	Nor
24	era	had been
24	lunga	long
24	ancor	yet
24	la	-
24	nostra	our
24	via	way
24	di	from
24	qua	where
24	dal	-
24	sonno	slept
24	quand'	when
24	io	I
24	vidi	saw
24	un	a
24	foco	fire
24	ch'	that
24	emisperio	hemisphere
24	di	of
24	tenebre	darkness
24	vincia	conquered
25	Di	from
25	lungi	distant
25	n'	it
25	eravamo	We were
25	ancora	still
25	un	a
25	poco	little
25	ma	yet
25	non	not
25	sì	so far
25	ch'	that
25	io	I
25	non	not
25	discernessi	could discern
25	in	-
25	parte	partially
25	ch'	that
25	orrevol	honorable
25	gente	folk
25	possedea	possessed
25	quel	that
25	loco	place
26	O	O
26	tu	thou
26	ch'	that
26	onori	honorest
26	scïenzïa	science
26	e	both ... and
26	arte	art
26	questi	these
26	chi	who
26	son	are they
26	c'	that
26	hanno	have
26	cotanta	such
26	onranza	honor
26	che	that
26	dal	from the
26	modo	condition
26	de	of
26	li	the
26	altri	others
26	li	them
26	diparte	sets ... apart
27	E	And
27	quelli	he
27	a	to
27	me	me
27	L'	The
27	onrata	honorable
27	nominanza	fame
27	che	which
27	di	of
27	lor	them
27	suona	resounds
27	sù	above
27	ne	in
27	la	-
27	tua	thy
27	vita	life
27	grazïa	grace
27	acquista	wins
27	in	in
27	ciel	heaven
27	che	that
27	sì	so
27	li	them
27	avanza	advances
28	Intanto	At this
28	voce	a voice
28	fu	was
28	per	by
28	me	me
28	udita	heard
28	Onorate	Honor
28	l'	the
28	altissimo	loftiest
28	poeta	Poet
28	l'	-
28	ombra	shade
28	sua	his
28	torna	returns
28	ch'	that
28	era	was
28	dipartita	departed
29	Poi	When
29	che	-
29	la	the
29	voce	voice
29	fu	had
29	restata	ceased
29	e	and
29	queta	quiet
29	vidi	I saw
29	quattro	four
29	grand'	great
29	ombre	shades
29	a	to
29	noi	us
29	venire	coming
29	sembianz'	semblance
29	avevan	they had
29	né	neither
29	trista	sad
29	né	nor
29	lieta	glad
30	Lo	The
30	buon	good
30	maestro	Master
30	cominciò	began
30	a	to
30	dire	say
30	Mira	Look
30	colui	him
30	con	with
30	quella	that
30	spada	sword
30	in	in
30	mano	hand
30	che	who
30	vien	cometh
30	dinanzi	before
30	ai	the
30	tre	three
30	sì	even
30	come	as
30	sire	lord
31	quelli	He
31	è	is
31	Omero	Homer
31	poeta	poet
31	sovrano	sovereign
31	l'	the
31	altro	next
31	è	is
31	Orazio	Horace
31	satiro	satirist
31	che	who
31	vene	comes
31	Ovidio	Ovid
31	è	is
31	'l	the
31	terzo	third
31	e	and
31	l'	the
31	ultimo	last
31	Lucano	Lucan
32	Però	Since
32	che	-
32	ciascun	each
32	meco	with me
32	si	-
32	convene	shares
32	nel	the
32	nome	name
32	che	that
32	sonò	sounded
32	la	the
32	voce	voice
32	sola	single
32	fannomi	they do me
32	onore	honor
32	e	and
32	di	in
32	ciò	that
32	fanno	do
32	bene	well
33	Così	Thus
33	vid'	saw
33	i'	I
33	adunar	assembled
33	la	the
33	bella	fair
33	scola	school
33	di	of
33	quel	that
33	segnor	Lord
33	de	of
33	l'	the
33	altissimo	loftiest
33	canto	song
33	che	which
33	sovra	above
33	li	the
33	altri	others
33	com'	as
33	aquila	an eagle
33	vola	flies
34	Da	After
34	ch'	-
34	ebber	they had
34	ragionato	discoursed
34	insieme	together
34	alquanto	somewhat
34	volsersi	they turned
34	a	to
34	me	me
34	con	with
34	salutevol	salutation
34	cenno	sign of
34	e	and
34	'l	-
34	mio	my
34	maestro	Master
34	sorrise	smiled
34	di	-
34	tanto	thereat
35	e	And
35	più	more
35	d'	of
35	onore	honor
35	ancora	yet
35	assai	far
35	mi	me
35	fenno	did
35	ch'	for
35	e'	they
35	sì	-
35	mi	me
35	fecer	made
35	de	of
35	la	-
35	loro	their
35	schiera	band
35	sì	so
35	ch'	that
35	io	I
35	fui	was
35	sesto	sixth
35	tra	amid
35	cotanto	so much
35	senno	wit
36	Così	Thus
36	andammo	we went on
36	infino	far
36	a	as
36	la	the
36	lumera	light
36	parlando	speaking
36	cose	things
36	che	concerning which
36	'l	-
36	tacere	silence
36	è	is
36	bello	becoming
36	sì	even
36	com'	as
36	era	was
36	'l	-
36	parlar	speech
36	colà	there
36	dov'	where
36	era	was
37	Venimmo	We came
37	al	to the
37	piè	foot
37	d'	of
37	un	a
37	nobile	noble
37	castello	castle
37	sette	seven
37	volte	times
37	cerchiato	circled
37	d'	by
37	alte	high
37	mura	walls
37	difeso	defended
37	intorno	round about
37	d'	by
37	un	a
37	bel	fair
37	fiumicello	streamlet
38	Questo	This
38	passammo	we passed
38	come	as if
38	terra	ground
38	dura	hard
38	per	through
38	sette	seven
38	porte	gates
38	intrai	I entered
38	con	with
38	questi	these
38	savi	sages
38	giugnemmo	we came
38	in	to a
38	prato	meadow
38	di	of
38	fresca	fresh
38	verdura	verdure
39	Genti	People
39	v'	there
39	eran	were
39	con	with
39	occhi	eyes
39	tardi	slow
39	e	and
39	gravi	grave
39	di	of
39	grande	great
39	autorità	authority
39	ne'	in
39	lor	their
39	sembianti	looks
39	parlavan	they spake
39	rado	seldom
39	con	and with
39	voci	voices
39	soavi	soft
40	Traemmoci	we drew apart
40	così	Thus
40	da	on
40	l'	-
40	un	one
40	de'	-
40	canti	side
40	in	into
40	loco	place
40	aperto	open
40	luminoso	luminous
40	e	and
40	alto	high
40	sì	so
40	che	that
40	veder	seen
40	si	be
40	potien	could
40	tutti	they all
40	quanti	-
41	Colà	There
41	diritto	opposite
41	sovra	upon
41	'l	the
41	verde	green
41	smalto	enamel
41	mi	to me
41	fuor	were
41	mostrati	shown
41	li	the
41	spiriti	spirits
41	magni	great
41	che	whom
41	del	to have
41	vedere	seen
41	in	inwardly
41	me	myself
41	stesso	-
41	m'	I
41	essalto	exalt
42	I'	I
42	vidi	saw
42	Eletra	Electra
42	con	with
42	molti	many
42	compagni	companions
42	tra	among
42	quai	whom
42	conobbi	I knew
42	Ettòr	Hector
42	ed	and
42	Enea	Aeneas
42	Cesare	Caesar
42	armato	in armor
42	con	with
42	li	his
42	occhi	eyes
42	grifagni	gerfalcon
43	Vidi	I saw
