Group	Italian	English
1	Ora	Now
1	sen	on
1	va	goeth
1	per	along
1	un	a
1	secreto	narrow
1	calle	path
1	tra	between
1	'l	the
1	muro	wall
1	de	of
1	la	the
1	terra	city
1	e	and
1	li	the
1	martìri	torments
1	lo	-
1	mio	my
1	maestro	Master
1	e	and
1	io	I
1	dopo	behind
1	le	his
1	spalle	shoulders
2	O	O
2	virtù	Virtue
2	somma	supreme
2	che	that
2	per	through
2	li	the
2	empi	impious
2	giri	circles
2	mi	me
2	volvi	turnest
2	cominciai	I began
2	com'	according
2	a	to
2	te	thy
2	piace	pleasure
2	parlami	speak to me
2	e	and
2	sodisfammi	satisfy
2	a'	-
2	miei	my
2	disiri	desires
3	La	The
3	gente	folk
3	che	that
3	per	in
3	li	the
3	sepolcri	sepulchres
3	giace	are lying
3	potrebbesi	can they be
3	veder	seen
3	già	now
3	son	are
3	levati	lifted
3	tutt'	All
3	i	the
3	coperchi	lids
3	e	and
3	nessun	no one
3	guardia	guard
3	face	keepeth
4	E	And
4	quelli	he
4	a	to
4	me	me
4	Tutti	All
4	saran	shall be
4	serrati	locked
4	quando	when
4	di	from
4	Iosafàt	Jehoshaphat
4	qui	here
4	torneranno	shall return
4	coi	with the
4	corpi	bodies
4	che	which
4	là	on
4	sù	earth
4	hanno	have
4	lasciati	left
5	Suo	their
5	cimitero	burial place
5	da	Upon
5	questa	this
5	parte	side
5	hanno	have
5	con	with
5	Epicuro	Epicurus
5	tutti	all
5	suoi	his
5	seguaci	followers
5	che	who
5	l'	the
5	anima	soul
5	col	with the
5	corpo	body
5	morta	mortal
5	fanno	make
6	Però	Therefore
6	a	as to
6	la	the
6	dimanda	demand
6	che	that
6	mi	of me
6	faci	makest
6	quinc'	here
6	entro	within
6	satisfatto	satisfied
6	sarà	thou shalt be
6	tosto	soon
6	e	and
6	al	as to the
6	disio	desire
6	ancor	also
6	che	concerning which
6	tu	thou
6	mi	to me
6	taci	art silent
7	E	And
7	io	I
7	Buon	Good
7	duca	Leader
7	non	not
7	tegno	hold
7	riposto	hidden
7	a	from
7	te	thee
7	mio	my
7	cuor	heart
7	se	except
7	non	-
7	per	in order to
7	dicer	speak
7	poco	little
7	e	and
7	tu	thou
7	m'	me
7	hai	hast
7	non	not
7	pur	only
7	mo	now
7	a	to
7	ciò	that
7	disposto	disposed
8	O	O
8	Tosco	Tuscan
8	che	who
8	per	through
8	la	the
8	città	city
8	del	of
8	foco	fire
8	vivo	alive
8	ten	art
8	vai	going
8	così	thus
8	parlando	speaking
8	onesto	modestly
8	piacciati	may it please thee
8	di	to
8	restare	stop
8	in	in
8	questo	this
8	loco	place
9	La	-
9	tua	Thy
9	loquela	speech
9	ti	thou
9	fa	makes
9	manifesto	manifest
9	di	of
9	quella	that
9	nobil	noble
9	patrïa	fatherland
9	natio	native
9	a	to
9	la	-
9	qual	which
9	forse	perchance
9	fui	was
9	troppo	too
9	molesto	molestful
10	Subitamente	Suddenly
10	questo	this
10	suono	sound
10	uscìo	issued
10	d'	from
10	una	one
10	de	of
10	l'	the
10	arche	coffers
10	però	wherefore
10	m'	I
10	accostai	drew
10	temendo	in fear
10	un	a
10	poco	little
10	più	nearer
10	al	to
10	duca	Leader
10	mio	my
11	Ed	And
11	el	he
11	mi	to me
11	disse	said
11	Volgiti	Turn
11	Che	what
11	fai	dost thou
11	Vedi	Behold
11	là	-
11	Farinata	Farinata
11	che	who
11	s'	-
11	è	hath
11	dritto	uprisen
11	da	from
11	la	the
11	cintola	girdle
11	in	-
11	sù	up
11	tutto	all
11	'l	him
11	vedrai	thou shalt see
12	Io	I
12	avea	had
12	già	already
12	il	-
12	mio	my
12	viso	face
12	nel	on
12	suo	his
12	fitto	fixed
12	ed	and
12	el	he
12	s'	himself
12	ergea	straightened up
12	col	with
12	petto	breast
12	e	and
12	con	-
12	la	-
12	fronte	front
12	com'	as though
12	avesse	had
12	l'	-
12	inferno	Hell
12	a	in
12	gran	great
12	dispitto	scorn
13	E	And
13	l'	the
13	animose	bold
13	man	hands
13	del	of my
13	duca	Leader
13	e	and
13	pronte	ready
13	mi	me
13	pinser	pushed
13	tra	among
13	le	the
13	sepulture	sepulchres
13	a	to
13	lui	him
13	dicendo	saying
13	Le	Let
13	parole	words
13	tue	thy
13	sien	be
13	conte	choice
14	Com'	When
14	io	I
14	al	at the
14	piè	foot
14	de	of
14	la	-
14	sua	his
14	tomba	tomb
14	fui	was
14	guardommi	he looked at me
14	un	a
14	poco	little
14	e	and
14	poi	then
14	quasi	as though
14	sdegnoso	disdainful
14	mi	me
14	dimandò	asked
14	Chi	Who
14	fuor	were
14	li	-
14	maggior	ancestors
14	tui	thy
15	Io	I
15	ch'	who
15	era	was
15	d'	to
15	ubidir	obey
15	disideroso	desirous
15	non	not
15	gliel	them
15	celai	concealed
15	ma	but
15	tutto	all
15	gliel'	to him
15	apersi	disclosed
15	ond'	whereon
15	ei	he
15	levò	raised
15	le	his
15	ciglia	brows
15	un	a
15	poco	little
15	in	-
15	suso	up
16	poi	then
16	disse	said
16	Fieramente	Fiercely
16	furo	were
16	avversi	adverse
16	a	to
16	me	me
16	e	and
16	a	to
16	miei	my
16	primi	fathers
16	e	and
16	a	to
16	mia	my
16	parte	party
16	sì	so
16	che	that
16	per	-
16	due	twice
16	fïate	-
16	li	them
16	dispersi	scattered
17	S'	If
17	ei	they
17	fur	were
17	cacciati	driven out
17	ei	they
17	tornar	returned
17	d'	from
17	ogne	every
17	parte	side
