Group	Italian	English
1	La	his
1	bocca	mouth
1	sollevò	raised
1	dal	From his
1	fiero	savage
1	pasto	repast
1	quel	that
1	peccator	sinner
1	forbendola	wiping it
1	a'	with the
1	capelli	hair
1	del	of the
1	capo	head
1	ch'	that
1	elli	he
1	avea	had
1	di	-
1	retro	behind
1	guasto	spoiled
2	Poi	then
2	cominciò	he began
2	Tu	Thou
2	vuo'	willest
2	ch'	that
2	io	I
2	rinovelli	renew
2	disperato	desperate
2	dolor	grief
2	che	that
2	'l	-
2	cor	heart
2	mi	my
2	preme	oppresses
2	già	already
2	pur	only
2	pensando	thinking
2	pria	ere
2	ch'	-
2	io	I
2	ne	of it
2	favelli	speak
3	Ma	But
3	se	if
3	le	-
3	mie	my
3	parole	words
3	esser	be
3	dien	are to
3	seme	seed
3	che	that
3	frutti	may bear fruit
3	infamia	infamy
3	al	for the
3	traditor	traitor
3	ch'	whom
3	i'	I
3	rodo	gnaw
3	parlar	speak
3	e	and
3	lagrimar	weep
3	vedrai	thou shalt see
3	insieme	at once
4	Io	I
4	non	not
4	so	know
4	chi	who
4	tu	thou
4	se'	art
4	né	nor
4	per	by
4	che	what
4	modo	mode
4	venuto	come
4	se'	art
4	qua	hither
4	giù	down
4	ma	but
4	fiorentino	Florentine
4	mi	to me
4	sembri	seemest
4	veramente	truly
4	quand'	when
4	io	I
4	t'	thee
4	odo	hear
5	Tu	Thou
5	dei	hast to
5	saper	know
5	ch'	that
5	i'	I
5	fui	was
5	conte	Count
5	Ugolino	Ugolino
5	e	and
5	questi	he
5	è	-
5	l'	the
5	arcivescovo	Archbishop
5	Ruggieri	Ruggieri
5	or	Now
5	ti	thee
5	dirò	will tell
5	perché	why
5	i	I
5	son	am
5	tal	such
5	vicino	neighbor
6	Che	That
6	per	by
6	l'	the
6	effetto	effect
6	de'	of
6	suo'	his
6	mai	evil
6	pensieri	thoughts
6	fidandomi	trusting
6	di	to
6	lui	him
6	io	I
6	fossi	was
6	preso	taken
6	e	and
6	poscia	then
6	morto	put to death
6	dir	tell
