Group	Italian	English
1	Io	I
1	dico	say
1	seguitando	continuing
1	ch'	that
1	assai	long
1	prima	before
1	che	-
1	noi	we
1	fossimo	were
1	al	at
1	piè	foot
1	de	of
1	l'	the
1	alta	high
1	torre	tower
1	li	-
1	occhi	eyes
1	nostri	our
1	n'	its
1	andar	went
1	suso	upward
1	a	to
1	la	the
1	cima	top
2	per	because of
2	due	two
2	fiammette	flamelets
2	che	that
2	i	there
2	vedemmo	we saw
2	porre	set
2	e	and
2	un'	another
2	altra	another
2	da	from
2	lungi	so far
2	render	giving back
2	cenno	signal
2	tanto	so
2	ch'	that
2	a	-
2	pena	hardly
2	il	it
2	potea	could
2	l'	the
2	occhio	eye
2	tòrre	reach
3	E	And
3	io	I
3	mi	me
3	volsi	turned
3	al	to the
3	mar	Sea
3	di	of
3	tutto	all
3	'l	the
3	senno	wisdom
3	dissi	I said
3	Questo	This one
3	che	what
3	dice	says
3	e	and
3	che	what
3	risponde	answers
3	quell'	that
3	altro	other
3	foco	fire
3	e	and
3	chi	who
3	son	are
3	quei	they
3	che	that
3	'l	it
3	fenno	make
4	Ed	And
4	elli	he
4	a	to
4	me	me
4	Su	Upon
4	per	-
4	le	the
4	sucide	foul
4	onde	waves
4	già	already
4	scorgere	discern
4	puoi	mayest
4	quello	that
4	che	which
4	s'	is
4	aspetta	expected
4	se	if
4	'l	the
4	fummo	fume
4	del	of the
4	pantan	marsh
4	nol	it not
4	ti	from thee
4	nasconde	hide
5	Corda	Bowstring
5	non	never
5	pinse	sped
5	mai	-
5	da	from
5	sé	itself
5	saetta	arrow
5	che	that
5	sì	so
5	corresse	ran
5	via	a course
5	per	through
5	l'	the
5	aere	air
5	snella	swift
5	com'	as
5	io	I
5	vidi	saw
5	una	a
5	nave	boat
5	piccioletta	very little
6	venir	coming
6	per	through
6	l'	the
6	acqua	water
6	verso	toward
6	noi	us
6	in	at
6	quella	that instant
6	sotto	under
6	'l	the
6	governo	direction
6	d'	of
6	un	a
6	sol	single
6	galeoto	ferryman
6	che	who
6	gridava	was crying out
6	Or	then
6	se'	Art thou
6	giunta	come
6	anima	soul
6	fella	fell
7	Flegïàs	Phlegyas
7	Flegïàs	Phlegyas
7	tu	thou
7	gridi	criest out
7	a	in
7	vòto	vain
7	disse	said
7	lo	-
7	mio	my
7	segnore	Lord
7	a	-
7	questa	this
7	volta	time
7	più	longer
7	non	not
7	ci	us
7	avrai	shalt have
7	che	than
7	sol	only
7	passando	crossing
7	il	the
7	loto	slough
8	Qual	As
8	è	-
8	colui	one
8	che	who
8	grande	great
8	inganno	deceit
8	ascolta	listens
8	che	that
8	li	on him
8	sia	has been
8	fatto	practiced
8	e	and
8	poi	then
8	se	-
8	ne	at it
8	rammarca	chafes
8	fecesi	became
8	Flegïàs	Phlegyas
8	ne	in
8	l'	his
8	ira	anger
8	accolta	stifled
9	Lo	-
9	duca	Leader
9	mio	My
9	discese	descended
9	ne	into
9	la	the
9	barca	bark
9	e	and
9	poi	then
9	mi	me
9	fece	made
9	intrare	enter
9	appresso	after
9	lui	him
9	e	and
9	sol	only
9	quand'	when
9	io	I
9	fui	was
9	dentro	in
9	parve	did it seem
9	carca	laden
10	Tosto	Soon
10	che	as
10	'l	my
10	duca	Leader
10	e	and
10	io	I
10	nel	in the
10	legno	boat
10	fui	were
10	segando	cutting
10	se	its
10	ne	way
10	va	goes
10	l'	the
10	antica	antique
10	prora	prow
10	de	of
10	l'	the
10	acqua	water
10	più	more
10	che	than
10	non	-
10	suol	is wont
10	con	with
10	altrui	others
11	Mentre	While
11	noi	we
11	corravam	were running
11	la	the
11	morta	dead
11	gora	channel
11	dinanzi	before
11	mi	me
11	si	himself
11	fece	showed
11	un	one
11	pien	full
11	di	of
11	fango	mud
11	e	and
11	disse	said
11	Chi	Who
11	se'	art
11	tu	thou
11	che	that
11	vieni	comest
11	anzi	before
11	ora	hour
12	E	And
12	io	I
12	a	to
12	lui	him
12	S'	If
12	i'	I
12	vegno	come
12	non	not
12	rimango	stay
12	ma	but
12	tu	thou
12	chi	who
12	se'	art
12	che	that
12	sì	so
12	se'	art
12	fatto	become
12	brutto	foul
12	Rispuose	answered
12	Vedi	Thou seest
12	che	that
12	son	am
12	un	one
12	che	who
12	piango	weeps
13	E	And
13	io	I
13	a	to
13	lui	him
13	Con	With
13	piangere	weeping
13	e	and
13	con	with
13	lutto	wailing
13	spirito	spirit
13	maladetto	accursed
13	ti	thou
13	rimani	remain
13	ch'	for
13	i'	I
13	ti	thee
13	conosco	know
13	ancor	although
13	sie	art
13	lordo	filthy
13	tutto	all
14	Allor	Then
14	distese	stretched
14	al	to the
14	legno	boat
14	ambo	both
14	le	his
14	mani	hands
14	per	whereat
14	che	-
14	'l	the
14	maestro	Master
14	accorto	wary
14	lo	him
14	sospinse	thrust him back
14	dicendo	saying
14	Via	Begone
14	costà	there
14	con	with
14	li	the
14	altri	other
14	cani	dogs
15	Lo	-
15	collo	neck
15	poi	Then
15	con	with
15	le	-
15	braccia	arms
15	mi	my
15	cinse	clasped
15	basciommi	kissed
15	'l	-
15	volto	face
15	e	and
15	disse	said
15	Alma	soul
15	sdegnosa	Disdainful
15	benedetta	blessed be
15	colei	she
15	che	who
15	'n	-
15	te	thee
15	s'	-
15	incinse	bore
16	Quei	This one
16	fu	was
16	al	in the
16	mondo	world
16	persona	person
16	orgogliosa	arrogant
16	bontà	goodness
16	non	no
16	è	is
16	che	that
16	sua	his
16	memoria	memory
16	fregi	adorns
16	così	therefore
16	s'	-
16	è	is
16	l'	-
16	ombra	shade
16	sua	his
16	qui	here
16	furïosa	furious
17	Quanti	How many
17	si	are
17	tegnon	held
17	or	now
17	là	there
17	sù	up
17	gran	great
17	regi	kings
17	che	who
17	qui	here
17	staranno	shall stand
17	come	like
17	porci	swine
17	in	in
17	brago	mire
17	di	of
17	sé	themselves
17	lasciando	leaving
17	orribili	horrible
17	dispregi	dispraises
18	E	And
18	io	I
18	Maestro	Master
18	molto	much
18	sarei	should
18	vago	like
18	di	to
18	vederlo	see him
18	attuffare	ducked
18	in	in
18	questa	this
18	broda	broth
18	prima	before
18	che	-
18	noi	we
18	uscissimo	depart
18	del	from the
18	lago	lake
19	Ed	And
19	elli	he
19	a	to
19	me	me
19	Avante	Ere
19	che	-
19	la	the
19	proda	shore
19	ti	thee
19	si	it
19	lasci	allows
19	veder	see
19	tu	thou
19	sarai	shalt be
19	sazio	satisfied
19	di	-
19	tal	such
19	disïo	desire
19	convien	will be fitting
19	che	that
19	tu	thou
19	goda	enjoy
20	Dopo	After
20	ciò	this
20	poco	a little
20	vid'	saw
20	io	I
20	quello	such
20	strazio	rending
20	far	-
20	di	of
20	costui	him
20	a	by
20	le	the
20	fangose	muddy
20	genti	folk
20	che	that
20	Dio	God
20	ancor	still
20	ne	therefor
20	lodo	praise
20	e	and
20	ne	for it
20	ringrazio	thank
21	Tutti	All
21	gridavano	cried
21	A	At
21	Filippo	Filippo
21	Argenti	Argenti
21	e	and
21	'l	the
21	fiorentino	florentine
21	spirito	spirit
21	bizzarro	raging
21	in	upon
21	sé	himself
21	medesmo	-
21	si	-
21	volvea	turned
21	co'	with
21	denti	his teeth
22	Quivi	Here
22	il	him
22	lasciammo	left
22	che	so that
22	più	more
22	non	no
22	ne	of him
22	narro	I tell
23	ma	But
23	ne	on
23	l'	-
23	orecchie	ears
23	mi	my
23	percosse	smote
23	un	a
