Group	Italian	English
1	Lo	The
1	giorno	day
1	se	-
1	n'	-
1	andava	was going
1	e	and
1	l'	the
1	aere	air
1	bruno	dusky
1	toglieva	was taking
1	li	the
1	animai	living things
1	che	that
1	sono	are
1	in	on
1	terra	earth
1	da	from
1	le	-
1	fatiche	fatigues
1	loro	their
1	e	and
1	io	I
1	sol	alone
1	uno	-
2	m'	-
2	apparecchiava	was preparing
2	a	to
2	sostener	sustain
2	la	the
2	guerra	war
2	sì	alike
2	del	of the
2	cammino	road
2	e	and
2	sì	-
2	de	of
2	la	the
2	pietate	woe
2	che	which
2	ritrarrà	shall retrace
2	la	the
2	mente	mind
2	che	that
2	non	not
2	erra	erreth
3	O	O
3	muse	Muses
3	o	O
3	alto	lofty
3	ingegno	genius
3	or	now
3	m'	me
3	aiutate	assist
3	o	O
3	mente	mind
3	che	that
3	scrivesti	didst inscribe
3	ciò	that
3	ch'	which
3	io	I
3	vidi	saw
3	qui	here
3	si	-
3	parrà	shall appear
3	la	-
3	tua	thy
3	nobilitate	nobility
4	Io	I
4	cominciai	began
4	Poeta	Poet
4	che	that
4	mi	me
4	guidi	guidest
4	guarda	consider
4	la	-
4	mia	my
4	virtù	virtue
4	s'	if
4	ell'	it
4	è	is
4	possente	sufficient
4	prima	-
4	ch'	ere
4	a	to
4	l'	the
4	alto	deep
4	passo	pass
4	tu	thou
4	mi	me
4	fidi	trustest
5	Tu	Thou
5	dici	sayest
5	che	that
5	di	of
5	Silvïo	Silvius
5	il	the
5	parente	parent
5	corruttibile	corruptible
5	ancora	while still
5	ad	to
5	immortale	immortal
5	secolo	world
5	andò	went
5	e	and
5	fu	was
5	sensibilmente	there in the body
6	Però	Wherefore
6	se	if
6	l'	the
6	avversario	Adversary
6	d'	of
6	ogne	every
6	male	ill
6	cortese	courteous
6	i	then
6	fu	was
6	pensando	thinking
6	l'	the
6	alto	high
6	effetto	effect
6	ch'	that
6	uscir	proceed
6	dovea	should
6	di	from
6	lui	him
6	e	and
6	'l	the
6	chi	Who
6	e	and
6	'l	the
6	quale	What
7	non	not
7	pare	seemeth
7	indegno	unmeet
7	ad	to
7	omo	man
7	d'	of
7	intelletto	understanding
7	ch'	for
7	e'	he
7	fu	had been
7	de	of
7	l'	-
7	alma	revered
7	Roma	Rome
7	e	and
7	di	of
7	suo	her
7	impero	empire
7	ne	in
7	l'	the
7	empireo	empyreal
7	ciel	heaven
7	per	for
7	padre	father
7	eletto	chosen
8	la	both
8	quale	which
8	e	-
8	'l	-
8	quale	-
8	a	to
8	voler	-
8	dir	say
8	lo	-
8	vero	truth indeed
8	fu	were
8	stabilita	ordained
8	per	for
8	lo	the
8	loco	place
8	santo	holy
8	u'	where
8	siede	hath his seat
8	il	the
8	successor	successor
8	del	of the
8	maggior	greater
8	Piero	Peter
9	Per	Through
9	quest'	this
9	andata	going
9	onde	whereof
9	li	him
9	dai	givest
9	tu	thou
9	vanto	vaunt
9	intese	learned
9	cose	things
9	che	which
9	furon	were
9	cagione	cause
9	di	of
9	sua	his
9	vittoria	victory
9	e	and
9	del	of the
9	papale	papal
9	ammanto	mantle
10	Andovvi	went thither
10	poi	Afterward
10	lo	the
10	Vas	Vessel
10	d'	-
10	elezïone	Chosen
10	per	to
10	recarne	bring thence
10	conforto	comfort
10	a	to
10	quella	that
10	fede	faith
10	ch'	which
10	è	is
10	principio	beginning
10	a	of
10	la	the
10	via	way
10	di	of
10	salvazione	salvation
11	Ma	But
11	io	I
11	perché	why
11	venirvi	go I thither
11	o	or
11	chi	who
11	'l	it
11	concede	concedes
11	Io	I
11	non	not
11	Enëa	Aeneas
11	io	I
11	non	not
11	Paulo	Paul
11	sono	am
11	me	me
11	degno	worthy
11	a	of
11	ciò	this
11	né	neither
11	io	I
11	né	nor
11	altri	others
11	'l	-
11	crede	think
12	Per	wherefore
12	che	-
12	se	if
12	del	to
12	venire	go
12	io	I
12	m'	myself
12	abbandono	give up
12	temo	fear
12	che	lest
12	la	the
12	venuta	going
12	non	-
12	sia	may be
12	folle	mad
12	Se'	Thou art
12	savio	wise
12	intendi	understandest
12	me'	better
12	ch'	than
12	i'	I
12	non	-
12	ragiono	speak
13	E	And
13	qual	as
13	è	is
13	quei	he
13	che	who
13	disvuol	unwills
13	ciò	what
13	che	-
13	volle	willed
13	e	and
13	per	because of
13	novi	new
13	pensier	thoughts
13	cangia	changes
13	proposta	design
13	sì	so
13	che	that
13	dal	from
13	cominciar	beginning
13	tutto	quite
13	si	-
13	tolle	withdraws
14	tal	such
14	mi	-
14	fec'	became
14	ïo	I
14	'n	on
14	quella	that
14	oscura	dark
14	costa	hillside
14	perché	wherefore
14	pensando	in my thought
14	consumai	abandoned
14	la	the
14	'mpresa	enterprise
14	che	which
14	fu	had been
14	nel	in the
14	cominciar	beginning
14	cotanto	so
14	tosta	hasty
15	S'	If
15	i'	I
15	ho	have
15	ben	rightly
15	la	-
15	parola	speech
15	tua	thy
15	intesa	understood
15	rispuose	replied
15	del	of the
15	magnanimo	magnanimous one
15	quell'	that
15	ombra	shade
15	l'	-
15	anima	soul
15	tua	thy
15	è	is
15	da	by
15	viltade	cowardice
15	offesa	hurt
16	la	-
16	qual	which
16	molte	oftentimes
16	fïate	-
16	l'	-
16	omo	a man
16	ingombra	encumbereth
16	sì	so
16	che	that
16	d'	from
16	onrata	honorable
16	impresa	enterprise
16	lo	him
16	rivolve	turns back
16	come	as
16	falso	false
16	veder	seeing
16	bestia	a beast
16	quand'	when
16	ombra	it is startled
17	Da	from
17	questa	this
17	tema	fear
17	acciò	In order
17	che	that
17	tu	thou
17	ti	thee
17	solve	loose
17	dirotti	will tell thee
17	perch'	wherefore
17	io	I
17	venni	have come
17	e	and
17	quel	what
17	ch'	-
17	io	I
17	'ntesi	heard
17	nel	at the
17	primo	first
17	punto	moment
17	che	that
17	di	for
17	te	thee
17	mi	-
17	dolve	grieved
18	Io	I
18	era	was
18	tra	among
18	color	those
18	che	who
18	son	are
18	sospesi	suspended
18	e	and
18	donna	Lady
18	mi	me
18	chiamò	called
18	beata	blessed
18	e	and
18	bella	beautiful
18	tal	so
18	che	that
18	di	to
18	comandare	command
18	io	I
18	la	her
18	richiesi	besought
19	Lucevan	were lucent
19	li	the
19	occhi	eyes
19	suoi	Her
19	più	more
19	che	than
19	la	the
19	stella	star
19	e	and
19	cominciommi	she began to me
19	a	to
19	dir	speak
19	soave	sweet
19	e	and
19	piana	low
19	con	with
19	angelica	angelic
19	voce	voice
19	in	in
19	sua	her own
19	favella	tongue
20	O	O
20	anima	soul
20	cortese	courteous
20	mantoana	Mantuan
20	di	of
20	cui	whom
20	la	the
20	fama	fame
20	ancor	yet
20	nel	in the
20	mondo	world
20	dura	lasteth
20	e	and
20	durerà	shall last
20	quanto	so long as
20	'l	the
20	mondo	world
20	lontana	endureth
21	l'	a
21	amico	friend
21	mio	of mine
21	e	and
21	non	not
21	de	of
21	la	-
21	ventura	fortune
21	ne	upon
21	la	the
21	diserta	desert
21	piaggia	hillside
21	è	is
21	impedito	hindered
21	sì	so
21	nel	on his
21	cammin	road
21	che	that
21	vòlt'	turned
21	è	he has
21	per	for
21	paura	fear
22	e	and
22	temo	I am afraid
22	che	lest
22	non	-
22	sia	be
22	già	already
22	sì	so
22	smarrito	astray
22	ch'	that
22	io	I
22	mi	-
22	sia	may have
22	tardi	late
22	al	to
22	soccorso	succor
22	levata	risen
22	per	through
22	quel	that
22	ch'	which
22	i'	I
22	ho	have
22	di	of
22	lui	him
22	nel	in
22	cielo	heaven
22	udito	heard
23	Or	Now
23	movi	do thou move
23	e	and
23	con	with
23	la	-
23	tua	thy
23	parola	speech
23	ornata	ornate
23	e	and
23	con	with
23	ciò	whatever
23	c'	-
23	ha	is
23	mestieri	needful
23	al	for
23	suo	his
23	campare	deliverance
23	l'	him
23	aiuta	assist
23	sì	so
23	ch'	that
23	i'	I
23	ne	for him
23	sia	may be
23	consolata	consoled
24	I'	I
24	son	am
24	Beatrice	Beatrice
24	che	who
24	ti	thee
24	faccio	make
24	andare	go
24	vegno	I come
24	del	from a
24	loco	place
24	ove	whither
24	tornar	return
24	disio	desire
24	amor	Love
24	mi	me
24	mosse	moved
24	che	and
24	mi	me
24	fa	makes
24	parlare	speak
25	Quando	When
25	sarò	I shall be
25	dinanzi	before
25	al	-
25	segnor	Lord
25	mio	my
25	di	-
25	te	thee
25	mi	-
25	loderò	will commend
25	sovente	often
25	a	unto
25	lui	Him
25	Tacette	was silent
25	allora	Then
25	e	and
25	poi	thereon
25	comincia'	began
25	io	I
26	O	O
26	donna	Lady
26	di	of
26	virtù	Virtue
26	sola	alone
26	per	through
26	cui	whom
26	l'	the
26	umana	human
26	spezie	race
26	eccede	surpasseth
26	ogne	all
26	contento	contained
26	di	within
26	quel	that
26	ciel	heaven
26	c'	which
26	ha	hath
26	minor	smallest
26	li	the
26	cerchi	circles
26	sui	-
27	tanto	so
27	m'	me
27	aggrada	pleasing unto
27	il	-
27	tuo	thy
27	comandamento	command
27	che	that
27	l'	it
27	ubidir	to obey
27	se	were
27	già	already
27	fosse	done
27	m'	me
27	è	were
27	tardi	slow
27	più	further
27	non	no
27	t'	Thou
27	è	hast
27	uo'	need
27	ch'	to
27	aprirmi	open unto me
27	il	-
27	tuo	thy
27	talento	will
28	Ma	but
28	dimmi	tell me
28	la	the
28	cagion	cause
28	che	why
28	non	not
28	ti	thyself
28	guardi	guardest
28	de	from
28	lo	-
28	scender	descending
28	qua	here
28	giuso	down
28	in	into
28	questo	this
28	centro	centre
28	de	from
28	l'	the
28	ampio	ample
28	loco	place
28	ove	whither
28	tornar	return
28	tu	thou
28	ardi	burnest
29	Da	Since
29	che	-
29	tu	thou
29	vuo'	wishest
29	saver	to know
29	cotanto	so
29	a	-
29	dentro	inwardly
29	dirotti	I will tell thee
29	brievemente	briefly
29	mi	to me
29	rispuose	replied
29	perch'	wherefore
29	i'	I
29	non	not
29	temo	fear
29	di	to
29	venir	come
29	qua	here
29	entro	within
30	Temer	fear
30	si	One
30	dee	ought
30	di	-
30	sole	only
30	quelle	those
30	cose	things
30	c'	that
30	hanno	have
30	potenza	power
30	di	of
30	fare	doing
30	altrui	-
30	male	harm
30	de	the
30	l'	-
30	altre	others
30	no	not
30	ché	for
30	non	not
30	son	are
30	paurose	dreadful
31	I'	I
31	son	am
31	fatta	made
31	da	by
31	Dio	God
31	sua	Him
31	mercé	thanks be to
31	tale	such
31	che	that
31	la	the
31	vostra	your
31	miseria	misery
31	non	not
31	mi	me
31	tange	toucheth
31	né	nor doth
31	fiamma	the flame
31	d'	of
31	esto	this
31	'ncendio	burning
31	non	not
31	m'	me
31	assale	assail
32	Donna	Lady
32	è	is
32	gentil	gentle
32	nel	in
32	ciel	heaven
32	che	who
32	si	-
32	compiange	hath pity
32	di	for
32	questo	this
32	'mpedimento	hindrance
32	ov'	whereto
32	io	I
32	ti	thee
32	mando	send
32	sì	so
32	che	that
32	duro	stern
32	giudicio	judgment
32	là	there
32	sù	above
32	frange	breaketh
33	Questa	She
33	chiese	summoned
33	Lucia	Lucia
33	in	in
33	suo	her
33	dimando	request
33	e	and
33	disse	said
33	Or	now
33	ha	hath
33	bisogno	need
33	il	one
33	tuo	Thy
33	fedele	faithful
33	di	of
33	te	thee
33	e	and
33	io	I
33	a	unto
33	te	thee
33	lo	him
33	raccomando	commend
34	Lucia	Lucia
34	nimica	foe
34	di	of
34	ciascun	every
34	crudele	cruel one
34	si	-
34	mosse	rose
34	e	and
34	venne	came
34	al	to the
34	loco	place
34	dov'	where
34	i'	I
34	era	was
34	che	-
34	mi	-
34	sedea	seated
34	con	with
34	l'	the
34	antica	ancient
34	Rachele	Rachel
35	Disse	She said
35	Beatrice	Beatrice
35	loda	praise
35	di	of
35	Dio	God
35	vera	true
35	ché	why
35	non	not
35	soccorri	succor
35	quei	him
35	che	who
35	t'	thee
35	amò	loved
35	tanto	so
35	ch'	that
35	uscì	came forth
35	per	for
35	te	thee
35	de	from
35	la	the
35	volgare	vulgar
35	schiera	throng
36	Non	not
36	odi	hear
36	tu	thou
36	la	the
36	pieta	pity
36	del	of
36	suo	his
36	pianto	plaint
36	non	not
36	vedi	see
36	tu	thou
36	la	the
36	morte	death
36	che	that
36	'l	him
36	combatte	combats
36	su	beside
36	la	the
36	fiumana	stream
36	ove	whereof
36	'l	the
36	mar	sea
36	non	no
36	ha	hath
36	vanto	vaunt
37	Al	In
37	mondo	the world
37	non	never
37	fur	were
37	mai	-
37	persone	persons
37	ratte	swift
37	a	to
37	far	seek
37	lor	their
37	pro	good
37	o	and
37	a	to
37	fuggir	fly
37	lor	their
37	danno	harm
37	com'	as
37	io	I
37	dopo	after
37	cotai	these
37	parole	words
37	fatte	were uttered
38	venni	came
38	qua	here
38	giù	below
38	del	from
38	mio	my
38	beato	blessed
38	scanno	seat
38	fidandomi	putting my trust
38	del	in
38	tuo	thy
38	parlare	speech
38	onesto	upright
38	ch'	which
38	onora	honors
38	te	thee
38	e	and
38	quei	them
38	ch'	who
38	udito	heard
38	l'	it
38	hanno	have
39	Poscia	After
39	che	-
39	m'	me
39	ebbe	had
39	ragionato	said
39	questo	this
39	li	her
39	occhi	eyes
