Group	Italian	English
1	Mentr'	While
1	io	I
1	dubbiava	was apprehensive
1	per	because of
1	lo	my
1	viso	sight
1	spento	quenched
1	de	from
1	la	the
1	fulgida	effulgent
1	fiamma	flame
1	che	that
1	lo	it
1	spense	quenched
1	uscì	issued
1	un	a
1	spiro	breath
1	che	which
1	mi	me
1	fece	made
1	attento	attentive
2	dicendo	saying
2	Intanto	While
2	che	-
2	tu	thou
2	ti	art
2	risense	regaining the sense
2	de	of
2	la	-
2	vista	sight
2	che	which
2	haï	hast
2	in	on
2	me	me
2	consunta	consumed
2	ben	well
2	è	it is
2	che	that
2	ragionando	by discourse
2	la	it
2	compense	thou make up for
3	Comincia	Begin
3	dunque	then
3	e	and
3	dì	tell
3	ove	whereto
3	s'	is
3	appunta	aimed
3	l'	-
3	anima	soul
3	tua	thy
3	e	and
3	fa	make
3	ragion	reckoning
3	che	that
3	sia	is
3	la	-
3	vista	sight
3	in	in
3	te	thee
3	smarrita	bewildered
3	e	and
3	non	not
3	defunta	dead
4	perché	because
4	la	the
4	donna	Lady
4	che	who
4	per	through
4	questa	this
4	dia	divine
4	regïon	region
4	ti	thee
4	conduce	conducts
4	ha	has
4	ne	in
4	lo	her
4	sguardo	look
4	la	the
4	virtù	virtue
4	ch'	which
4	ebbe	had
4	la	the
4	man	band
4	d'	of
4	Anania	Ananias
5	Io	I
5	dissi	said
5	Al	According to
5	suo	her
5	piacere	pleasure
5	e	or
5	tosto	soon
5	e	or
5	tardo	late
5	vegna	let ... come
5	remedio	cure
5	a	to
5	li	the
5	occhi	eyes
5	che	which
5	fuor	were
5	porte	gates
5	quand'	when
5	ella	she
5	entrò	entered
5	col	with the
5	foco	fire
5	ond'	wherewith
5	io	I
5	sempr'	ever
5	ardo	burn
6	Lo	The
6	ben	Good
6	che	which
6	fa	makes
6	contenta	content
6	questa	this
6	corte	court
6	Alfa	Alpha
6	e	and
6	O	Omega
6	è	is
6	di	of
6	quanta	whatsoever
6	scrittura	writing
6	mi	to me
6	legge	reads
6	Amore	Love
6	o	either
6	lievemente	low
6	o	or
6	forte	loud
7	Quella	That
7	medesma	same
7	voce	voice
7	che	which
7	paura	fear
7	tolta	taken
7	m'	me
7	avea	had
7	del	of the
7	sùbito	sudden
7	abbarbaglio	dazzling
7	di	to
7	ragionare	speak
7	ancor	further
7	mi	me
7	mise	laid
7	in	on
7	cura	the charge
8	e	and
8	disse	said
8	Certo	Surely
8	a	with a
8	più	finer
8	angusto	finer
8	vaglio	sieve
8	ti	thee
8	conviene	it behoves
8	schiarar	to clarify
8	dicer	to tell
8	convienti	it behoves thee
8	chi	who
8	drizzò	directed
8	l'	-
8	arco	bow
8	tuo	thy
8	a	to
8	tal	such a
8	berzaglio	target
9	E	And
9	io	I
9	Per	By
9	filosofici	philosophic
9	argomenti	arguments
9	e	and
9	per	by
9	autorità	authority
9	che	that
9	quinci	hence
9	scende	descends
9	cotale	such
9	amor	love
9	convien	must needs
9	che	-
9	in	on
9	me	me
9	si	be
9	'mprenti	impressed
10	ché	for
10	'l	the
10	bene	good
10	in	so
10	quanto	far as
10	ben	good
10	come	in proportion as
10	s'	it is
10	intende	understood
10	così	-
10	accende	kindles
10	amore	love
10	e	and
10	tanto	so much
10	maggio	the greater
10	quanto	as
10	più	the more
10	di	of
10	bontate	goodness
10	in	within
10	sé	itself
10	comprende	includes
11	Dunque	Therefore
11	a	to
11	l'	the
11	essenza	Essence
11	ov'	wherein
11	è	is
11	tanto	such
11	avvantaggio	supremacy
11	che	that
11	ciascun	every
11	ben	good
11	che	which
11	fuor	outside
11	di	of
11	lei	It
11	si	is
11	trova	found
11	altro	else
11	non	naught
11	è	is
11	ch'	than
11	un	a
11	lume	beam
11	di	of
11	suo	Its own
11	raggio	radiance
12	più	more
12	che	than
12	in	to
12	altra	any other
12	convien	must needs
12	che	-
12	si	be
12	mova	moved
12	la	the
12	mente	mind
12	amando	in love
12	di	of
12	ciascun	every one
12	che	who
12	cerne	discerns
12	il	the
12	vero	truth
12	in	on
12	che	which
12	si	is
12	fonda	founded
12	questa	this
12	prova	argument
13	Tal	Such
13	vero	truth
13	a	to
13	l'	-
13	intelletto	intelligence
13	mïo	my
13	sterne	he makes plain
13	colui	he
13	che	who
13	mi	to me
13	dimostra	demonstrates
13	il	the
13	primo	first
13	amore	love
13	di	of
13	tutte	all
13	le	the
13	sustanze	substances
13	sempiterne	sempiternal
14	Sternel	makes it plain
14	la	The
14	voce	voice
14	del	of the
14	verace	true
14	autore	Author
14	che	who
14	dice	says
14	a	to
14	Moïsè	Moses
14	di	of
14	sé	Himself
14	parlando	speaking
14	Io	I
14	ti	thee
14	farò	will make
14	vedere	see
14	ogne	all
14	valore	goodness
15	Sternilmi	makest it plain to me
15	tu	Thou
15	ancora	too
15	incominciando	beginning
15	l'	the
15	alto	lofty
15	preconio	proclamation
15	che	which
15	grida	declares
15	l'	the
15	arcano	secret
15	di	of
15	qui	this place on high
15	là	there
15	giù	below
15	sovra	above
15	ogne	all
15	altro	other
15	bando	trump
16	E	And
16	io	I
16	udi'	heard
16	Per	By
16	intelletto	understanding
16	umano	human
16	e	and
16	per	by
16	autoritadi	authorities
16	a	with
16	lui	it
16	concorde	concordant
16	d'	-
16	i	-
16	tuoi	thy
16	amori	love
16	a	unto
16	Dio	God
16	guarda	looks
16	il	-
16	sovrano	sovran
17	Ma	but
17	dì	say
17	ancor	further
17	se	if
17	tu	thou
17	senti	feelest
17	altre	other
17	corde	cords
17	tirarti	draw thee
17	verso	towards
17	lui	Him
17	sì	so
17	che	that
17	tu	thou
17	suone	mayest declare
17	con	with
17	quanti	how many
17	denti	teeth
17	questo	this
17	amor	love
17	ti	thee
17	morde	bites
18	Non	not
18	fu	was
