Group	Italian	English
1	Già	Now
1	si	-
1	godeva	was enjoying
1	solo	alone
1	del	-
1	suo	its own
1	verbo	word
1	quello	that
1	specchio	mirror
1	beato	blessed
1	e	and
1	io	I
1	gustava	was tasting
1	lo	-
1	mio	mine
1	temprando	tempering
1	col	with the
1	dolce	sweet
1	l'	the
1	acerbo	bitter
2	e	and
2	quella	that
2	donna	Lady
2	ch'	who
2	a	to
2	Dio	God
2	mi	me
2	menava	was leading
2	disse	said
2	Muta	Change
2	pensier	thought
2	pensa	think
2	ch'	that
2	i'	I
2	sono	am
2	presso	near
2	a	to
2	colui	Him
2	ch'	who
2	ogne	every
2	torto	wrong
2	disgrava	lifts the burden of
3	Io	I
3	mi	me
3	rivolsi	turned round
3	a	at
3	l'	the
3	amoroso	loving
3	suono	sound
3	del	of
3	mio	my
3	conforto	Comfort
3	e	and
3	qual	what
3	io	I
3	allor	then
3	vidi	saw
3	ne	in
3	li	the
3	occhi	eyes
3	santi	holy
3	amor	love
3	qui	here
3	l'	it
3	abbandono	leave
4	non	not
4	perch'	because
4	io	I
4	pur	only
4	del	-
4	mio	my own
4	parlar	speech
4	diffidi	distrust
4	ma	but
4	per	because of
4	la	the
4	mente	memory
4	che	which
4	non	not
4	può	can
4	redire	return
4	sovra	above
4	sé	itself
4	tanto	so far
4	s'	unless
4	altri	another
4	non	-
4	la	it
4	guidi	guide
5	Tanto	Thus much
5	poss'	can
5	io	I
5	di	of
5	quel	that
5	punto	moment
5	ridire	recount
5	che	that
5	rimirando	again beholding
5	lei	her
5	lo	-
5	mio	my
5	affetto	affection
5	libero	free
5	fu	was
5	da	from
5	ogne	every
5	altro	other
5	disire	desire
6	fin	While
6	che	-
6	'l	the
6	piacere	pleasure
6	etterno	eternal
6	che	which
6	diretto	directly
6	raggiava	was raying
6	in	upon
6	Bëatrice	Beatrice
6	dal	from
6	bel	fair
6	viso	face
6	mi	me
6	contentava	was contenting
6	col	with
6	secondo	second
6	aspetto	aspect
7	Vincendo	vanquishing
7	me	me
7	col	with
7	lume	light
7	d'	of
7	un	a
7	sorriso	smile
7	ella	she
7	mi	to me
7	disse	said
7	Volgiti	Turn thee
7	e	and
7	ascolta	listen
7	ché	for
7	non	not
7	pur	only
7	ne'	in
7	miei	my
7	occhi	eyes
7	è	is
7	paradiso	Paradise
8	Come	As
8	si	one
8	vede	sees
8	qui	here
8	alcuna	-
8	volta	sometimes
8	l'	the
8	affetto	affection
8	ne	in
8	la	the
8	vista	countenance
8	s'	if
8	elli	it
8	è	be
8	tanto	so great
8	che	that
8	da	by
8	lui	it
8	sia	is
8	tutta	whole
8	l'	the
8	anima	soul
8	tolta	occupied
9	così	so
9	nel	in the
9	fiammeggiar	flaming
9	del	of the
9	folgór	effulgence
9	santo	holy
9	a	to
9	ch'	which
9	io	I
9	mi	me
9	volsi	turned
9	conobbi	recognized
9	la	the
9	voglia	will
9	in	in
9	lui	it
9	di	to
9	ragionarmi	speak with me
9	ancora	still
9	alquanto	somewhat
10	El	It
10	cominciò	began
10	In	In
10	questa	this
10	quinta	fifth
10	soglia	threshold
10	de	of
10	l'	the
10	albero	tree
10	che	which
10	vive	lives
10	de	from
10	la	its
10	cima	top
10	e	and
10	frutta	bears fruit
10	sempre	always
10	e	and
10	mai	never
10	non	-
10	perde	loses
10	foglia	leaf
11	spiriti	spirits
11	son	are
11	beati	blessed
11	che	who
11	giù	below
11	prima	before
11	che	-
11	venissero	came
11	al	to
11	ciel	heaven
11	fuor	were
11	di	of
11	gran	great
11	voce	renown
11	sì	so
11	ch'	that
11	ogne	every
11	musa	Muse
11	ne	with them
11	sarebbe	would be
11	opima	rich
12	Però	Therefore
12	mira	gaze
12	ne'	upon the
12	corni	arms
12	de	of
12	la	the
12	croce	Cross
12	quello	he
12	ch'	whom
12	io	I
12	nomerò	shall name
12	lì	there
12	farà	will do
12	l'	that
12	atto	-
12	che	which
12	fa	does
12	in	within
12	nube	a cloud
12	il	its
12	suo	own
12	foco	fire
12	veloce	swift
13	Io	I
13	vidi	saw
13	per	over
13	la	the
13	croce	Cross
13	un	a
13	lume	light
13	tratto	drawn
13	dal	At the
13	nomar	naming
13	Iosuè	Joshua
13	com'	even as
13	el	he
13	si	-
