Group	Italian	English
1	Poscia	After
1	che	-
1	Costantin	Constantine
1	l'	the
1	aquila	Eagle
1	volse	turned
1	contr'	counter
1	al	to the
1	corso	course
1	del	of the
1	ciel	heavens
1	ch'	which
1	ella	it
1	seguio	had followed
1	dietro	behind
1	a	-
1	l'	the
1	antico	ancient
1	che	who
1	Lavina	Lavinia
1	tolse	took to wife
2	cento	hundred
2	e	and
2	cent'	hundred
2	anni	years
2	e	and
2	più	more
2	l'	the
2	uccel	bird
2	di	of
2	Dio	God
2	ne	on
2	lo	the
2	stremo	verge
2	d'	of
2	Europa	Europe
2	si	itself
2	ritenne	held
2	vicino	near
2	a'	to
2	monti	Mountains
2	de'	from
2	quai	which
2	prima	first
2	uscìo	came forth
3	e	and
3	sotto	beneath
3	l'	the
3	ombra	shadow
3	de	of
3	le	the
3	sacre	sacred
3	penne	wings
3	governò	governed
3	'l	the
3	mondo	world
3	lì	there
3	di	from
3	mano	hand
3	in	to
3	mano	hand
3	e	and
3	sì	thus
3	cangiando	changing
3	in	unto
3	su	-
3	la	mine
3	mia	own
3	pervenne	arrived
4	Cesare	Caesar
4	fui	was
4	e	and
4	son	am
4	Iustinïano	Justinian
4	che	who
4	per	through
4	voler	will
4	del	of the
4	primo	primal
4	amor	Love
4	ch'	which
4	i'	I
4	sento	feel
4	d'	from
4	entro	among
4	le	the
4	leggi	laws
4	trassi	drew out
4	il	what was
4	troppo	superfluous
4	e	and
4	'l	-
4	vano	vain
5	E	And
5	prima	before
5	ch'	-
5	io	I
5	a	on
5	l'	this
5	ovra	work
5	fossi	was
5	attento	intent
5	una	one
5	natura	nature
5	in	in
5	Cristo	Christ
5	esser	to be
5	non	not
5	piùe	more
5	credea	believed
5	e	and
5	di	with
5	tal	such
5	fede	faith
5	era	was
5	contento	content
6	ma	But
6	'l	the
6	benedetto	blessed
6	Agapito	Agapetus
6	che	who
6	fue	was
6	sommo	supreme
6	pastore	pastor
6	a	to
6	la	the
6	fede	faith
6	sincera	pure
6	mi	me
6	dirizzò	directed
6	con	with
6	le	his
6	parole	words
6	sue	-
7	Io	I
7	li	him
7	credetti	believed
7	e	and
7	ciò	that
7	che	which
7	'n	in
7	sua	his
7	fede	faith
7	era	was
7	vegg'	see
7	io	I
7	or	now
7	chiaro	clearly
7	sì	even
7	come	as
7	tu	thou
7	vedi	seest
7	ogni	every
7	contradizione	contradiction
7	e	both
7	falsa	false
7	e	and
7	vera	true
8	Tosto	Soon
8	che	as
8	con	with
8	la	the
8	Chiesa	Church
8	mossi	moved
8	i	my
8	piedi	feet
8	a	-
8	Dio	God
8	per	through
8	grazia	grace
8	piacque	pleased
8	di	to
8	spirarmi	inspire me
8	l'	the
8	alto	high
8	lavoro	labor
8	e	and
8	tutto	wholly
8	'n	to
8	lui	it
8	mi	myself
8	diedi	gave
9	e	And
9	al	to
9	mio	my
9	Belisar	Belisarius
9	commendai	entrusted
9	l'	-
9	armi	armies
9	cui	whom
9	la	the
9	destra	right hand
9	del	of
9	ciel	Heaven
9	fu	was
9	sì	so
9	congiunta	joined
9	che	that
9	segno	sign
9	fu	was
9	ch'	that
9	i'	I
9	dovessi	should
9	posarmi	take repose
10	Or	Now
10	qui	here
10	a	to
10	la	the
10	question	question
10	prima	first
10	s'	-
10	appunta	comes to the stop
10	la	-
10	mia	my
10	risposta	answer
10	ma	but
10	sua	its
10	condizione	nature
10	mi	me
10	stringe	constrains
10	a	to
10	seguitare	add
10	alcuna	a
10	giunta	sequel
11	perché	in order that
11	tu	thou
11	veggi	mayst see
11	con	with
11	quanta	how much
11	ragione	reason
11	si	-
11	move	move
11	contr'	against
11	al	the
11	sacrosanto	sacrosanct
11	segno	ensign
11	e	both
11	chi	he who
11	'l	it
11	s'	to himself
11	appropria	appropriates
11	e	and
11	chi	he who
11	a	to
11	lui	it
11	s'	himself
11	oppone	opposes
12	Vedi	See
12	quanta	how great
12	virtù	virtue
12	l'	it
12	ha	has
12	fatto	made
12	degno	worthy
12	di	of
12	reverenza	reverence
12	e	and
12	cominciò	began
12	da	from
12	l'	the
12	ora	hour
12	che	when
12	Pallante	Pallas
12	morì	died
12	per	to
12	darli	give it
12	regno	a kingdom
13	Tu	Thou
13	sai	knowest
13	ch'	-
13	el	it
13	fece	made
13	in	in
13	Alba	Alba
13	sua	its
13	dimora	abode
13	per	for
13	trecento	three hundred
13	anni	years
13	e	and
13	oltre	move
13	infino	till
13	al	at the
13	fine	end
13	che	-
13	i	the
13	tre	three
13	a'	with the
13	tre	three
13	pugnar	fought
13	per	for
13	lui	its sake
13	ancora	still
14	E	And
14	sai	thou knowest
14	ch'	what
14	el	it
14	fé	did
14	dal	from the
14	mal	wrong
14	de	of
14	le	the
14	Sabine	Sabine women
14	al	to the
14	dolor	sorrow
14	di	of
14	Lucrezia	Lucretia
14	in	in
14	sette	seven
14	regi	kings
14	vincendo	conquering
14	intorno	round about
14	le	the
14	genti	peoples
14	vicine	neighboring
15	Sai	Thou knowest
15	quel	what
15	ch'	-
15	el	it
15	fé	did
15	portato	borne
15	da	by
15	li	the
15	egregi	illustrious
15	Romani	Romans
15	incontro	against
15	a	-
15	Brenno	Brennus
15	incontro	against
15	a	-
15	Pirro	Pyrrhus
15	incontro	against
15	a	-
15	li	the
15	altri	other
15	principi	chiefs
15	e	and
15	collegi	allies
16	onde	whereby
16	Torquato	Torquatus
16	e	and
16	Quinzio	Quinctius
16	che	who
16	dal	from
16	cirro	locks
16	negletto	neglected
16	fu	was
16	nomato	named
16	i	the
16	Deci	Decii
16	e	and
16	Fabi	Fabii
16	ebber	acquired
16	la	the
16	fama	fame
16	che	which
16	volontier	willingly
16	mirro	I embalm
17	Esso	It
17	atterrò	struck to earth
17	l'	the
17	orgoglio	pride
17	de	of
17	li	the
17	Aràbi	Arabs
17	che	who
17	di	-
17	retro	following
17	ad	-
17	Anibale	Hannibal
17	passaro	passed
17	l'	the
17	alpestre	Alpine
17	rocce	rocks
17	Po	Po
17	di	from
17	che	which
17	tu	thou
17	labi	glidest
18	Sott'	Beneath
18	esso	it
18	giovanetti	in their youth
18	trïunfaro	triumphed
18	Scipïone	Scipio
18	e	and
18	Pompeo	Pompey
18	e	and
18	a	to
18	quel	that
18	colle	hill
18	sotto	beneath
18	'l	-
18	qual	which
18	tu	thou
18	nascesti	wast born
18	parve	it seemed
18	amaro	bitter
19	Poi	Then
19	presso	near
19	al	the
19	tempo	time
19	che	when
19	tutto	all
19	'l	-
19	ciel	Heaven
19	volle	willed
19	redur	to bring
19	lo	the
19	mondo	world
19	a	to
19	suo	its own
19	modo	mood
19	sereno	serene
19	Cesare	Caesar
19	per	by
19	voler	will
19	di	of
19	Roma	Rome
19	il	it
19	tolle	took
20	E	and
20	quel	what
20	che	it
20	fé	did
20	da	from
20	Varo	Var
20	infino	even
20	a	to
20	Reno	Rhine
20	Isara	Isere
20	vide	beheld
20	ed	and
20	Era	Saone
20	e	and
20	vide	beheld
20	Senna	Seine
20	e	and
20	ogne	every
20	valle	valley
20	onde	whence
20	Rodano	Rhone
20	è	is
20	pieno	filled
21	Quel	What
21	che	-
21	fé	did
21	poi	afterward
21	ch'	when
21	elli	it
21	uscì	came forth
21	di	from
21	Ravenna	Ravenna
21	e	and
21	saltò	leaped
21	Rubicon	the Rubicon
21	fu	was
21	di	of
21	tal	such
21	volo	flight
21	che	that
21	nol	it
21	seguiteria	could follow
21	lingua	tongue
21	né	neither nor
21	penna	pen
22	Inver'	Toward
22	la	-
22	Spagna	Spain
22	rivolse	wheeled
22	lo	its
22	stuolo	troop
22	poi	then
22	ver'	toward
22	Durazzo	Dyrrachium
22	e	and
22	Farsalia	Pharsalia
22	percosse	smote
22	sì	so
22	ch'	that
22	al	to the
22	Nil	Nile
22	caldo	warm
22	si	was
22	sentì	felt
22	del	the
22	duolo	pain
23	Antandro	Antandros
23	e	and
23	Simeonta	Simois
23	onde	whence
23	si	it
23	mosse	set forth
23	rivide	saw again
23	e	and
23	là	there
23	dov'	where
23	Ettore	Hector
23	si	-
23	cuba	lies
23	e	and
23	mal	ill
23	per	for
23	Tolomeo	Ptolemy
23	poscia	then
23	si	itself
23	scosse	shook
24	Da	-
24	indi	Thence
24	scese	swooped down
24	folgorando	flashing
24	a	on
24	Iuba	Juba
24	onde	then
24	si	-
24	volse	wheeled again
24	nel	unto
24	vostro	your
