Group	Italian	English
1	Da	After
1	poi	-
1	che	-
1	Carlo	Charles
1	tuo	thy
1	bella	beautiful
1	Clemenza	Clemence
1	m'	me
1	ebbe	had
1	chiarito	enlightened
1	mi	to me
1	narrò	told
1	li	the
1	'nganni	treasons
1	che	which
1	ricever	suffer
1	dovea	must
1	la	-
1	sua	his
1	semenza	seed
2	ma	But
2	disse	said
2	Taci	Be silent
2	e	and
2	lascia	let
2	muover	revolve
2	li	the
2	anni	years
2	sì	so
2	ch'	that
2	io	I
2	non	nothing
2	posso	can
2	dir	tell
2	se	save
2	non	-
2	che	that
2	pianto	lament
2	giusto	just
2	verrà	shall follow
2	di	-
2	retro	-
2	ai	on
2	vostri	your
2	danni	wrongs
3	E	And
3	già	now
3	la	the
3	vita	life
3	di	of
3	quel	that
3	lume	light
3	santo	holy
3	rivolta	turned again
3	s'	-
3	era	had
3	al	unto the
3	Sol	Sun
3	che	which
3	la	it
3	rïempie	fills
3	come	as
3	quel	that
3	ben	Good
3	ch'	which
3	a	for
3	ogne	every
3	cosa	thing
3	è	-
3	tanto	suffices
4	Ahi	Ah
4	anime	souls
4	ingannate	deceived
4	e	and
4	fatture	creatures
4	empie	impious
4	che	who
4	da	from
4	sì	such
4	fatto	-
4	ben	Good
4	torcete	turn away
4	i	-
4	cuori	hearts
4	drizzando	directing
4	in	unto
4	vanità	vanity
4	le	-
4	vostre	your
4	tempie	foreheads
5	Ed	And
5	ecco	lo
5	un	another
5	altro	-
5	di	of
5	quelli	those
5	splendori	splendors
5	ver'	towards
5	me	me
5	si	-
5	fece	made
5	e	and
5	'l	-
5	suo	its
5	voler	will
5	piacermi	to please me
5	significava	was signifying
5	nel	in
5	chiarir	brightening
5	di	-
5	fori	outwardly
6	Li	The
6	occhi	eyes
6	di	of
6	Bëatrice	Beatrice
6	ch'	which
6	eran	were
6	fermi	fixed
6	sovra	upon
6	me	me
6	come	as
6	pria	before
6	di	of
6	caro	dear
6	assenso	assent
6	al	to
6	mio	my
6	disio	desire
6	certificato	assured
6	fermi	made
7	Deh	I pray
7	metti	give
7	al	to
7	mio	my
7	voler	wish
7	tosto	swift
7	compenso	quittance
7	beato	blessed
7	spirto	spirit
7	dissi	said
7	e	and
7	fammi	afford me
7	prova	proof
7	ch'	that
7	i'	I
7	possa	can
7	in	on
7	te	thee
7	refletter	reflect
7	quel	what
7	ch'	-
7	io	I
7	penso	think
8	Onde	Whereon
8	la	the
8	luce	light
8	che	which
8	m'	me
8	era	was
8	ancor	still
8	nova	new
8	del	from out
8	suo	its
8	profondo	depth
8	ond'	wherein
8	ella	it
8	pria	erst
8	cantava	was singing
8	seguette	proceeded
8	come	as
8	a	one
8	cui	whom
8	di	-
8	ben	good
8	far	doing
8	giova	delights
9	In	In
9	quella	that
9	parte	part
9	de	of
9	la	the
9	terra	land
9	prava	wicked
9	italica	Italian
9	che	which
9	siede	lies
9	tra	between
9	Rïalto	Rialto
9	e	and
9	le	the
9	fontane	founts
9	di	of the
9	Brenta	Brenta
9	e	and
9	di	the
9	Piava	Piave
10	si	-
10	leva	rises
10	un	a
10	colle	hill
10	e	and
10	non	not
10	surge	mounts
10	molt'	very
10	alto	high
10	là	-
10	onde	whence
10	scese	descended
10	già	-
10	una	a
10	facella	torch
10	che	which
10	fece	made
10	a	upon
10	la	that
10	contrada	district
10	un	a
10	grande	great
10	assalto	assault
11	D'	From
11	una	one
11	radice	root
11	nacqui	were born
11	e	both
11	io	I
11	ed	and
11	ella	it
11	Cunizza	Cunizza
11	fui	was
11	chiamata	called
11	e	and
11	qui	here
11	refulgo	am refulgent
11	perché	because
11	mi	me
11	vinse	overcame
11	il	the
11	lume	light
11	d'	of
11	esta	this
11	stella	star
12	ma	But
12	lietamente	gladly
12	a	to
12	me	myself
12	medesma	myself
12	indulgo	do I pardon
12	la	the
12	cagion	cause
12	di	of
12	mia	my
12	sorte	lot
12	e	and
12	non	no
12	mi	me
12	noia	gives me no annoy
12	che	which
12	parria	would seem
12	forse	perhaps
12	forte	difficult
12	al	to
12	vostro	your
12	vulgo	vulgar
13	Di	Of
13	questa	this
13	luculenta	resplendent
13	e	and
13	cara	dear
13	gioia	jewel
13	del	of
13	nostro	our
13	cielo	kingdom
13	che	who
13	più	nearest
13	m'	to me
13	è	is
13	propinqua	-
13	grande	great
13	fama	fame
13	rimase	has remained
13	e	and
13	pria	ere
13	che	it
13	moia	die away
14	questo	this
14	centesimo	hundredth
14	anno	year
14	ancor	yet
14	s'	-
14	incinqua	shall come round five times
14	vedi	See
14	se	if
14	far	make
14	si	himself
14	dee	ought
14	l'	-
14	omo	man
14	eccellente	excellent
14	sì	so
14	ch'	that
14	altra	another
14	vita	life
14	la	the
14	prima	first
14	relinqua	may leave
15	E	And
15	ciò	this
15	non	not
15	pensa	considers
15	la	the
15	turba	crowd
15	presente	present
15	che	which
15	Tagliamento	Tagliameuto
15	e	and
15	Adice	Adige
15	richiude	shut in
15	né	nor
15	per	by
15	esser	being
15	battuta	scourged
15	ancor	yet
15	si	it
15	pente	repent
16	ma	But
16	tosto	soon
16	fia	it will come to pass
16	che	that
16	Padova	Padua
16	al	at the
16	palude	marsh
16	cangerà	will discolor
16	l'	the
16	acqua	water
16	che	which
16	Vincenza	Vicenza
16	bagna	bathes
16	per	because
16	essere	are
16	al	against
16	dover	duty
16	le	her
16	genti	people
16	crude	stubborn
17	e	And
17	dove	where
17	Sile	the Sile
17	e	and
17	Cagnan	the Cagnano
17	s'	-
17	accompagna	unite
17	tal	one
17	signoreggia	lords it
17	e	and
17	va	goes
17	con	with
17	la	his
17	testa	head
17	alta	high
17	che	for
17	già	already
17	per	for
17	lui	whom
17	carpir	catching
17	si	is
17	fa	spun
17	la	the
17	ragna	web
18	Piangerà	will weep
18	Feltro	Feltro
18	ancora	yet
18	la	the
18	difalta	crime
18	de	of
18	l'	-
18	empio	impious
18	suo	its
18	pastor	shepherd
18	che	which
18	sarà	will be
18	sconcia	shameful
18	sì	so
18	che	that
18	per	for
18	simil	a like
18	non	none
18	s'	ever
18	entrò	entered
18	in	-
18	malta	Malta
19	Troppo	Too
19	sarebbe	would be
19	larga	large
19	la	the
19	bigoncia	vat
19	che	which
19	ricevesse	would hold
19	il	the
19	sangue	blood
19	ferrarese	Ferrarese
19	e	and
19	stanco	weary
19	chi	he who
19	'l	it
19	pesasse	should weigh
19	a	-
19	oncia	ounce
19	a	by
19	oncia	ounce
20	che	which
20	donerà	will give
20	questo	this
20	prete	priest
20	cortese	courteous
20	per	to
20	mostrarsi	show himself
20	di	a
20	parte	partisan
20	e	and
20	cotai	such
20	doni	gifts
20	conformi	conformed
20	fieno	will be
20	al	to the
20	viver	living
20	del	of the
20	paese	country
21	Sù	Above
21	sono	are
21	specchi	mirrors
21	voi	ye
21	dicete	call
21	Troni	Thrones
21	onde	wherefrom
21	refulge	shines
21	a	on
21	noi	us
21	Dio	God
21	giudicante	in his judgments
21	sì	so
21	che	that
21	questi	these
21	parlar	words
21	ne	to us
21	paion	seem
21	buoni	good
22	Qui	Here
22	si	she was
22	tacette	silent
22	e	and
22	fecemi	had to me
22	sembiante	semblance
22	che	of
22	fosse	being
22	ad	by
22	altro	elsewhither
22	volta	turned
22	per	by
22	la	the
22	rota	wheel
22	in	in
22	che	which
22	si	herself
22	mise	set
22	com'	as
22	era	was
22	davante	before
23	L'	The
23	altra	next
23	letizia	joy
23	che	which
23	m'	to me
23	era	was
23	già	already
23	nota	known
23	per	as
23	cara	illustrious
23	cosa	thing
23	mi	my
23	si	-
23	fece	became
23	in	to
23	vista	sight
23	qual	like
23	fin	fine
23	balasso	ruby
23	in	on
23	che	where
23	lo	the
