Group	Italian	English
1	Parea	appeared
1	dinanzi	before
1	a	-
1	me	me
1	con	with
1	l'	-
1	ali	wings
1	aperte	outspread
1	la	The
1	bella	beautiful
1	image	image
1	che	which
1	nel	in its
1	dolce	sweet
1	frui	fruition
1	liete	joyful
1	facevan	was making
1	l'	the
1	anime	souls
1	conserte	interwoven
2	parea	appeared
2	ciascuna	Each soul
2	rubinetto	a little ruby
2	in	on
2	cui	which
2	raggio	a ray
2	di	of
2	sole	the sun
2	ardesse	glowed
2	sì	so
2	acceso	enkindled
2	che	that
2	ne'	into
2	miei	My
2	occhi	eyes
2	rifrangesse	reflected
2	lui	him
3	E	And
3	quel	that
3	che	which
3	mi	me
3	convien	behoves
3	ritrar	describe
3	testeso	now
3	non	no
3	portò	reported
3	voce	voice
3	mai	ever
3	né	nor
3	scrisse	wrote
3	incostro	ink
3	né	nor
3	fu	was
3	per	by
3	fantasia	fancy
3	già	ever
3	mai	-
3	compreso	conceived
4	ch'	for
4	io	I
4	vidi	saw
4	e	and
4	anche	also
4	udi'	heard
4	parlar	speaking
4	lo	the
4	rostro	beak
4	e	and
4	sonar	uttering
4	ne	with
4	la	the
4	voce	voice
4	e	both
4	io	I
4	e	and
4	mio	MY
4	quand'	when
4	era	was
4	nel	in
4	concetto	conception
4	e	both
4	noi	WE
4	e	and
4	nostro	OUR
5	E	And
5	cominciò	it began
5	Per	Through
5	esser	being
5	giusto	just
5	e	and
5	pio	pious
5	son	am
5	io	I
5	qui	here
5	essaltato	exalted
5	a	to
5	quella	that
5	gloria	glory
5	che	which
5	non	not
5	si	itself
5	lascia	lets
5	vincere	be conquered
5	a	by
5	disio	desire
6	e	and
6	in	on
6	terra	earth
6	lasciai	left
6	la	-
6	mia	my
6	memoria	memory
6	sì	such
6	fatta	-
6	che	that
6	le	the
6	genti	people
6	lì	there
6	malvage	evil
6	commendan	commend
6	lei	it
6	ma	but
6	non	not
6	seguon	continue
6	la	its
6	storia	story
7	Così	Thus
7	un	a
7	sol	single
7	calor	heat
7	di	from
7	molte	many
7	brage	embers
7	si	itself
7	fa	makes
7	sentir	felt
7	come	even as
7	di	from
7	molti	many
7	amori	loves
7	usciva	issued
7	solo	single
7	un	a
7	suon	sound
7	di	from
7	quella	that
7	image	image
8	Ond'	Wherefore
8	io	I
8	appresso	thereon
8	O	O
8	perpetüi	perpetual
8	fiori	flowers
8	de	of
8	l'	the
8	etterna	eternal
8	letizia	gladness
8	che	which
8	pur	only
8	uno	one
8	parer	seem
8	mi	to me
8	fate	make
8	tutti	all
8	vostri	your
8	odori	odors
9	solvetemi	deliver me, from
9	spirando	by your breath
9	il	the
9	gran	great
9	digiuno	fast
9	che	which
9	lungamente	long
9	m'	me
9	ha	has
9	tenuto	held
9	in	in
9	fame	hunger
9	non	not
9	trovandoli	finding for it
9	in	on
9	terra	earth
9	cibo	food
9	alcuno	any
10	Ben	Well
10	so	know
10	io	I
10	che	that
10	se	if
10	'n	in
10	cielo	heaven
10	altro	any
10	reame	realm
10	la	the
10	divina	Divine
10	giustizia	Justice
10	fa	makes
10	suo	its
10	specchio	mirror
