Group	Italian	English
1	Quando	When
1	ambedue	both
1	li	the
1	figli	children
1	di	of
1	Latona	Latona
1	coperti	covered
1	del	by the
1	Montone	Ram
1	e	and
1	de	by
1	la	the
1	Libra	Scales
1	fanno	make
1	de	of
1	l'	the
1	orizzonte	horizon
1	insieme	together
1	zona	zone
2	quant'	as long
2	è	as
2	dal	from
2	punto	moment
2	che	-
2	'l	the
2	cenìt	zenith
2	inlibra	holds them in balance
2	infin	till
2	che	-
2	l'	-
2	uno	one
2	e	and
2	l'	the
2	altro	other
2	da	from
2	quel	that
2	cinto	girdle
2	cambiando	changing
2	l'	their
2	emisperio	hemisphere
2	si	are
2	dilibra	unbalanced
3	tanto	-
3	col	with
3	volto	countenance
3	di	with
3	riso	smile
3	dipinto	painted
3	si	-
3	tacque	was silent
3	Bëatrice	Beatrice
3	riguardando	looking
3	fiso	fixedly
3	nel	upon the
3	punto	Point
3	che	which
3	m'	me
3	avëa	had
3	vinto	overcome
4	Poi	Then
4	cominciò	she began
4	Io	I
4	dico	speak
4	e	and
4	non	not
4	dimando	ask
4	quel	what
4	che	-
4	tu	thou
4	vuoli	wishest
4	udir	hear
4	perch'	for
4	io	I
4	l'	it
4	ho	have
4	visto	seen
4	là	-
4	've	where
4	s'	are
4	appunta	centred
4	ogne	every
4	ubi	WHERE
4	e	and
4	ogne	every
4	quando	WHEN
5	Non	Not
5	per	for
5	aver	-
5	a	unto
5	sé	Himself
5	di	of
5	bene	good
5	acquisto	gain
5	ch'	which
5	esser	be
5	non	not
5	può	can
5	ma	but
5	perché	that
5	suo	His
5	splendore	splendor
5	potesse	might
5	risplendendo	in resplendence
5	dir	say
5	Subsisto	Subsisto
6	in	in
6	sua	His own
6	etternità	eternity
6	di	of
6	tempo	time
6	fore	outside of
6	fuor	outside of
6	d'	of
6	ogne	every
6	altro	other
6	comprender	limit
6	come	as
6	i	Him
6	piacque	pleased
6	s'	Himself
6	aperse	disclosed
6	in	in
6	nuovi	new
6	amor	loves
6	l'	the
6	etterno	Eternal
6	amore	Love
7	Né	Nor
7	prima	before
7	quasi	as if
7	torpente	inert
7	si	-
7	giacque	did He lie
7	ché	for
7	né	neither
7	prima	before
7	né	nor
7	poscia	after
7	procedette	had proceeded
7	lo	the
7	discorrer	going forth
7	di	of
7	Dio	God
7	sovra	upon
7	quest'	these
7	acque	waters
8	Forma	Form
8	e	and
8	materia	matter
8	congiunte	conjoined
8	e	and
8	purette	simple
8	usciro	came forth
8	ad	to
8	esser	existence
8	che	which
8	non	no
8	avia	had
8	fallo	defect
8	come	as
8	d'	from
8	arco	bow
8	tricordo	three-stringed
8	tre	three
8	saette	arrows
9	E	and
9	come	as
9	in	in
9	vetro	glass
9	in	in
9	ambra	amber
9	o	or
9	in	in
9	cristallo	crystal
9	raggio	a ray
9	resplende	shines
9	sì	so
9	che	that
9	dal	between
9	venire	coming
9	a	and
9	l'	its
9	esser	existence
9	tutto	complete
9	non	no
9	è	there is
9	intervallo	interval
10	così	so
10	'l	the
10	triforme	triform
10	effetto	effect
10	del	from
10	suo	its
10	sire	Lord
10	ne	into
10	l'	-
10	esser	existence
10	suo	its
10	raggiò	rayed forth
10	insieme	at once
10	tutto	all
10	sanza	without
10	distinzïone	discrimination
10	in	of
10	essordire	beginning
11	Concreato	concreate
11	fu	was
11	ordine	Order
11	e	and
11	costrutto	established
11	a	for
11	le	the
11	sustanze	substances
11	e	and
11	quelle	those
11	furon	were
11	cima	top
11	nel	of the
11	mondo	world
11	in	in
11	che	which
11	puro	pure
11	atto	act
11	fu	was
11	produtto	produced
12	pura	Pure
12	potenza	potency
12	tenne	held
12	la	the
12	parte	part
12	ima	lowest
12	nel	in the
12	mezzo	middle
12	strinse	unites
12	potenza	potency
12	con	with
12	atto	act
12	tal	such
12	vime	bond
12	che	that
12	già	-
12	mai	never
12	non	-
12	si	it is
12	divima	unbound
13	Ieronimo	Jerome
13	vi	to you
13	scrisse	has written
13	lungo	long
13	tratto	tract
13	di	of
13	secoli	centuries
13	de	of
13	li	the
13	angeli	Angels
13	creati	created
13	anzi	before
13	che	-
13	l'	the
13	altro	rest
13	mondo	world
13	fosse	was
13	fatto	made
14	ma	But
14	questo	this
14	vero	truth
14	è	is
14	scritto	written
14	in	on
14	molti	many
14	lati	pages
14	da	by
14	li	the
14	scrittor	writers
14	de	of
14	lo	the
14	Spirito	Spirit
14	Santo	Holy
14	e	and
14	tu	thou
14	te	thyself
14	n'	it
14	avvedrai	wilt discover
14	se	if
14	bene	well
14	agguati	watchest for it
15	e	and
15	anche	even
15	la	the
15	ragione	reason
15	il	it
15	vede	sees
15	alquanto	somewhat
15	che	for
15	non	not
15	concederebbe	would admit
15	che	that
15	motori	motors
15	sanza	without
15	sua	their
15	perfezion	perfection
15	fosser	could be
15	cotanto	so long
16	Or	Now
16	sai	knowest
16	tu	thou
16	dove	where
16	e	and
16	quando	when
16	questi	these
16	amori	loves
16	furon	were
16	creati	elected
16	e	and
16	come	how
16	sì	so
16	che	that
16	spenti	quenched
16	nel	of
16	tuo	thy
16	disïo	desire
16	già	already
16	son	are
16	tre	three
16	ardori	flames
17	Né	not
17	giugneriesi	One would reach
17	numerando	in counting
17	al	to
17	venti	twenty
17	sì	so
17	tosto	quickly
17	come	as
17	de	of
17	li	the
17	angeli	Angels
17	parte	part
17	turbò	disturbed
17	il	the
17	suggetto	subject
17	d'	of
17	i	-
17	vostri	your
17	alimenti	elements
18	L'	The
18	altra	rest
18	rimase	remained
18	e	and
18	cominciò	began
18	quest'	this
18	arte	art
18	che	which
18	tu	thou
18	discerni	beboldest
18	con	with
18	tanto	such great
18	diletto	delight
18	che	that
18	mai	never
18	da	from
18	circüir	circling
18	non	-
18	si	-
18	diparte	cease
19	Principio	The origin
19	del	of the
19	cader	fall
19	fu	was
19	il	the
19	maladetto	accursed
19	superbir	pride
19	di	of
19	colui	him
19	che	whom
19	tu	thou
19	vedesti	hast seen
19	da	by
19	tutti	all
19	i	the
19	pesi	weights
19	del	of the
19	mondo	world
19	costretto	oppresst
20	Quelli	Those
20	che	whom
20	vedi	seest
20	qui	here
20	furon	were
20	modesti	modest
20	a	in
