Group	Italian	English
1	O	O
1	sodalizio	company
1	eletto	elect
1	a	to
1	la	the
1	gran	great
1	cena	supper
1	del	of the
1	benedetto	blessed
1	Agnello	Lamb
1	il	-
1	qual	who
1	vi	you
1	ciba	feeds
1	sì	so
1	che	that
1	la	-
1	vostra	your
1	voglia	desire
1	è	is
1	sempre	always
1	piena	full
2	se	since
2	per	by
2	grazia	grace
2	di	of
2	Dio	God
2	questi	this man
2	preliba	foretastes
2	di	of
2	quel	that
2	che	which
2	cade	falls
2	de	from
2	la	-
2	vostra	your
2	mensa	table
2	prima	before
2	che	-
2	morte	death
2	tempo	the time
2	li	for him
2	prescriba	prescribes
3	ponete	give
3	mente	heed
3	a	to
3	l'	his
3	affezione	longing
3	immensa	immense
3	e	and
3	roratelo	bedew him
3	alquanto	a little
3	voi	ye
3	bevete	drink
3	sempre	ever
3	del	of the
3	fonte	fount
3	onde	whence
3	vien	comes
3	quel	that
3	ch'	which
3	ei	he
3	pensa	ponders
4	Così	Thus
4	Beatrice	Beatrice
4	e	and
4	quelle	those
4	anime	souls
4	liete	glad
4	si	themselves
4	fero	made
4	spere	spheres
4	sopra	upon
4	fissi	fixed
4	poli	poles
4	fiammando	flaming
4	a	in
4	volte	brightly
4	a	-
4	guisa	manner
4	di	of
4	comete	comets
5	E	And
5	come	as
5	cerchi	wheels
5	in	within
5	tempra	fittings
5	d'	of
5	orïuoli	clocks
5	si	-
5	giran	revolve
5	sì	so
5	che	that
5	'l	the
5	primo	first
5	a	to
5	chi	him who
5	pon	gives
5	mente	heed
5	quïeto	quiet
5	pare	seems
5	e	and
5	l'	the
5	ultimo	last
5	che	to
5	voli	fly
6	così	so
6	quelle	these
6	carole	carols
6	differente	differently
6	mente	-
6	danzando	dancing
6	de	-
6	la	-
6	sua	their
6	ricchezza	riches
6	mi	me
6	facieno	enabled
6	stimar	estimate
6	veloci	swift
6	e	and
6	lente	slow
7	Di	From
7	quella	that
7	ch'	which
7	io	I
7	notai	noted
7	di	of
7	più	greatest
7	carezza	beauty
7	vid'	saw
7	ïo	I
7	uscire	issue
7	un	a
7	foco	fire
7	sì	so
7	felice	happy
7	che	that
7	nullo	none
7	vi	there
7	lasciò	left
7	di	of
7	più	greater
7	chiarezza	brightness
8	e	and
8	tre	three
8	fïate	times
8	intorno	round
8	di	-
8	Beatrice	Beatrice
8	si	-
8	volse	revolved
8	con	with
8	un	a
8	canto	song
8	tanto	so
8	divo	divine
8	che	that
8	la	-
8	mia	my
8	fantasia	fancy
8	nol	it not
8	mi	to me
8	ridice	repeats
9	Però	therefore
9	salta	makes a leap
9	la	the
9	penna	pen
9	e	and
9	non	not
9	lo	it
9	scrivo	write
9	ché	for
9	l'	-
9	imagine	imagination
9	nostra	our
9	a	for
9	cotai	such
9	pieghe	folds
9	non	much
9	che	more
9	'l	our
9	parlare	speech
9	è	is
9	troppo	too
9	color	color
9	vivo	vivid
10	O	O
10	santa	holy
10	suora	sister
10	mia	mine
10	che	who
10	sì	so
10	ne	us
10	prieghe	prayest
10	divota	devoutly
10	per	by
10	lo	-
10	tuo	thy
10	ardente	ardent
10	affetto	affection
10	da	from
10	quella	that
10	bella	beautiful
10	spera	sphere
10	mi	me
10	disleghe	unbindest
11	Poscia	after
11	fermato	it had stopped
11	il	the
11	foco	fire
11	benedetto	blessed
11	a	to
11	la	-
11	mia	my
11	donna	Lady
11	dirizzò	directed
11	lo	its
11	spiro	breath
11	che	which
11	favellò	spoke
11	così	thus
11	com'	as
11	i'	I
11	ho	have
11	detto	said
12	Ed	And
12	ella	she
12	O	O
12	luce	light
12	etterna	eternal
12	del	of
12	gran	great
12	viro	man
12	a	to
12	cui	whom
12	Nostro	our
12	Segnor	Lord
12	lasciò	left
12	le	the
12	chiavi	keys
12	ch'	which
12	ei	he
12	portò	bore
12	giù	below
12	di	of
12	questo	this
12	gaudio	joy
12	miro	marvellous
13	tenta	test
13	costui	this man
13	di	on
13	punti	points
13	lievi	light
13	e	and
13	gravi	grave
13	come	as
13	ti	thee
13	piace	pleases
13	intorno	concerning
13	de	-
13	la	the
13	fede	Faith
13	per	through
13	la	-
13	qual	which
13	tu	thou
13	su	upon
13	per	-
13	lo	the
13	mare	sea
13	andavi	didst walk
14	S'	If
14	elli	he
14	ama	loves
14	bene	rightly
14	e	and
14	bene	rightly
14	spera	hopes
14	e	and
14	crede	believes
14	non	not
14	t'	thee
14	è	is
14	occulto	hidden
14	perché	for
14	'l	thy
14	viso	sight
14	hai	hast
14	quivi	there
14	dov'	where
14	ogne	everything
14	cosa	-
14	dipinta	depicted
14	si	is
14	vede	seen
15	ma	But
15	perché	since
15	questo	this
15	regno	realm
15	ha	has
15	fatto	made
15	civi	citizens
15	per	by
15	la	the
15	verace	true
15	fede	faith
15	a	to
15	glorïarla	glorify it
15	di	of
15	lei	it
15	parlare	speech
15	è	is
15	ben	well
15	ch'	that
15	a	to
15	lui	him
15	arrivi	should fall
16	Sì	Even
16	come	as
16	il	the
16	baccialier	bachelor
16	s'	himself
16	arma	arms
16	e	and
16	non	not
16	parla	speaks
16	fin	until
16	che	-
16	'l	the
16	maestro	master
16	la	the
16	question	question
16	propone	propounds
16	per	in order to
16	approvarla	adduce the proof
16	non	not
16	per	to
16	terminarla	decide it
17	così	so
17	m'	me
17	armava	was arming
17	io	I
17	d'	with
17	ogne	every
17	ragione	reason
17	mentre	while
17	ch'	-
17	ella	she
17	dicea	was speaking
17	per	in order to
17	esser	be
17	presto	ready
17	a	for
17	tal	such
17	querente	questioner
17	e	and
17	a	for
17	tal	such
17	professione	profession
18	Dì	Say thou
18	buon	good
18	Cristiano	Christian
18	fatti	declare
18	manifesto	thyself
18	fede	Faith
18	che	what
18	è	is it
18	Ond'	Whereon
18	io	I
18	levai	raised
18	la	my
18	fronte	brow
18	in	to
18	quella	that
18	luce	light
18	onde	whence
18	spirava	was breathed out
18	questo	this
19	poi	Then
19	mi	I
19	volsi	turned
19	a	to
19	Beatrice	Beatrice
19	ed	and
19	essa	she
19	pronte	prompt
19	sembianze	signals
19	femmi	made to me
19	perch'	that
19	ïo	I
19	spandessi	should pour
19	l'	the
19	acqua	water
19	di	-
19	fuor	forth
19	del	from
19	mio	my
19	interno	internal
19	fonte	fount
20	La	the
20	Grazia	Grace
20	che	which
20	mi	me
20	dà	grants
20	ch'	that
20	io	I
20	mi	myself
20	confessi	confess
20	comincia'	began
20	io	I
20	da	to
20	l'	the
20	alto	high
20	primipilo	captain
20	faccia	May; cause
20	li	-
20	miei	my
20	concetti	conceptions
20	bene	-
20	espressi	to be expressed
21	E	And
21	seguitai	went on
21	Come	As
21	'l	the
21	verace	veracious
21	stilo	pen
21	ne	of it
21	scrisse	wrote
21	padre	Father
21	del	of
21	tuo	thy
21	caro	dear
21	frate	brother
21	che	who
21	mise	set
21	teco	with thee
21	Roma	Rome
21	nel	on the
21	buon	good
21	filo	track
22	fede	Faith
22	è	is
22	sustanza	substance
22	di	of
22	cose	things
22	sperate	hoped for
22	e	and
22	argomento	evidence
22	de	of
22	le	things
22	non	not
22	parventi	seen
22	e	and
22	questa	this
22	pare	appears
22	a	to
22	me	me
22	sua	its
22	quiditate	essence
23	Allora	Then
23	udi'	I heard
23	Dirittamente	Rightly
23	senti	dost thou think
23	se	if
23	bene	well
23	intendi	understandest
23	perché	why
23	la	it
23	ripuose	placed
23	tra	among
23	le	the
23	sustanze	substances
23	e	and
23	poi	then
23	tra	among
23	li	the
23	argomenti	evidences
24	E	And
24	io	I
24	appresso	thereon
24	Le	The
24	profonde	deep
24	cose	things
24	che	which
24	mi	unto me
24	largiscon	grant
24	qui	here
24	la	the
24	lor	of themselves
24	parvenza	sight
24	a	to
24	li	-
24	occhi	eyes
24	di	-
24	là	-
24	giù	below
24	son	are
24	sì	so
24	ascose	hidden
25	che	that
25	l'	-
25	esser	existence
25	loro	their
25	v'	there
25	è	is
25	in	in
25	sola	alone
25	credenza	belief
25	sopra	upon
25	la	-
25	qual	which
25	si	is
25	fonda	founded
25	l'	-
25	alta	high
25	spene	hope
25	e	and
25	però	therefore
25	di	of
25	sustanza	substance
25	prende	takes
25	intenza	designation
26	E	and
26	da	from
26	questa	this
26	credenza	belief
26	ci	we
26	convene	needs must
26	silogizzar	syllogize
26	sanz'	without
26	avere	having
26	altra	other
26	vista	sight
26	però	wherefore
26	intenza	designation
26	d'	of
26	argomento	evidence
26	tene	receives
27	Allora	Then
27	udi'	I heard
27	Se	If
27	quantunque	whatever
27	s'	is
27	acquista	acquired
27	giù	below
27	per	for
27	dottrina	doctrine
27	fosse	were
27	così	so
27	'nteso	understood
27	non	no
27	lì	there
27	avria	would have
27	loco	place
27	ingegno	wit
27	di	of
27	sofista	sophist
28	Così	Thus
28	spirò	was breathed forth
28	di	from
28	quello	that
28	amore	love
28	acceso	enkindled
28	indi	then
28	soggiunse	it added
28	Assai	Very
28	bene	well
28	è	have
28	trascorsa	been run through
28	d'	of
28	esta	this
28	moneta	coin
28	già	now
28	la	the
28	lega	alloy
28	e	and
28	'l	the
28	peso	weight
29	ma	but
29	dimmi	tell me
29	se	if
29	tu	thou
29	l'	it
29	hai	hast
29	ne	in
29	la	-
29	tua	thy
29	borsa	purse
29	Ond'	And
29	io	I
29	Sì	Yes
29	ho	have
29	sì	so
29	lucida	shining
29	e	and
29	sì	so
29	tonda	round
29	che	that
29	nel	in
29	suo	its
29	conio	stamp
29	nulla	nothing
29	mi	me
29	s'	is
29	inforsa	uncertain
30	Appresso	Then
30	uscì	issued
30	de	from
30	la	the
30	luce	light
30	profonda	deep
30	che	which
30	lì	there
30	splendeva	was shining
30	Questa	This
30	cara	precious
30	gioia	jewel
30	sopra	whereon
30	la	-
30	quale	-
30	ogne	every
30	virtù	virtue
30	si	is
30	fonda	founded
31	onde	whence
31	ti	thee
31	venne	came it
31	E	And
31	io	I
31	La	The
31	larga	abundant
31	ploia	rain
31	de	of
31	lo	the
31	Spirito	Spirit
31	Santo	Heavenly
31	ch'	which
31	è	is
31	diffusa	diffused
31	in	-
31	su	over
31	le	the
31	vecchie	Old
31	e	and
31	'n	-
31	su	over
31	le	the
31	nuove	New
31	cuoia	parchments
32	è	is
32	silogismo	a syllogism
32	che	which
32	la	it
32	m'	me
32	ha	has
32	conchiusa	proved
32	acutamente	acutely
32	sì	so
32	che	that
32	'nverso	in comparison
32	d'	with
32	ella	it
32	ogne	every
32	dimostrazion	demonstration
32	mi	to me
32	pare	seems
32	ottusa	obtuse
33	Io	I
33	udi'	heard
33	poi	then
33	L'	The
33	antica	Old
33	e	and
33	la	the
33	novella	New
33	proposizion	proposition
33	che	which
33	così	so
33	ti	thee
33	conchiude	conclusive
33	perché	why
33	l'	them
33	hai	dost
33	tu	thou
33	per	for
33	divina	divine
33	favella	speech
34	E	And
34	io	I
34	La	The
34	prova	proofs
34	che	which
34	'l	the
34	ver	truth
34	mi	me
34	dischiude	disclose
34	son	are
34	l'	the
34	opere	works
34	seguite	followed
34	a	for
34	che	which
34	natura	nature
34	non	never
34	scalda	heated
34	ferro	iron
34	mai	-
34	né	nor
34	batte	beat
34	incude	anvil
35	Risposto	replied
35	fummi	It was to me
35	Dì	Say
35	chi	what
35	t'	thee
35	assicura	assures
35	che	that
35	quell'	these
35	opere	works
35	fosser	were
35	Quel	The
35	medesmo	very thing itself
35	che	which
35	vuol	requires
35	provarsi	to be proved
35	non	naught
35	altri	else
35	il	it
35	ti	to thee
35	giura	affirms
36	Se	If
36	'l	the
36	mondo	world
36	si	were
36	rivolse	converted
36	al	to
36	cristianesmo	Christianity
36	diss'	said
36	io	I
36	sanza	without
36	miracoli	miracles
36	quest'	this
36	uno	alone
36	è	is
36	tal	such
36	che	that
36	li	the
36	altri	others
36	non	not
36	sono	are
36	il	the
36	centesmo	hundredth part
37	ché	for
37	tu	thou
37	intrasti	didst enter
37	povero	poor
37	e	and
37	digiuno	fasting
37	in	into
37	campo	field
37	a	to
37	seminar	sow
37	la	the
37	buona	good
37	pianta	plant
37	che	which
37	fu	was
37	già	once
37	vite	vine
37	e	and
37	ora	now
37	è	has
37	fatta	become
37	pruno	thornbush
38	Finito	ended
38	questo	This
38	l'	the
38	alta	high
38	corte	Court
38	santa	holy
38	risonò	resounded
38	per	through
38	le	the
38	spere	spheres
38	un	a
38	Dio	God
38	laudamo	We praise
38	ne	in
38	la	the
38	melode	melody
38	che	which
38	là	there
38	sù	above
38	si	is
