Group	Italian	English
1	Guardando	Looking
1	nel	upon
1	suo	His
1	Figlio	Son
1	con	with
1	l'	the
1	Amore	Love
1	che	which
1	l'	the
1	uno	one
1	e	and
1	l'	the
1	altro	other
1	etternalmente	eternally
1	spira	breathe forth
1	lo	the
1	primo	Primal
1	e	and
1	ineffabile	Ineffable
1	Valore	Power
2	quanto	everything which
2	per	through
2	mente	the mind
2	e	or
2	per	through
2	loco	space
2	si	-
2	gira	revolves
2	con	with
2	tant'	such
2	ordine	order
2	fé	made
2	ch'	that
2	esser	be
2	non	-
2	puote	cannot
2	sanza	without
2	gustar	taste
2	di	of
2	lui	Him
2	chi	he who
2	ciò	it
2	rimira	contemplates
3	Leva	Lift
3	dunque	then
3	lettore	Reader
3	a	to
3	l'	the
3	alte	lofty
3	rote	wheels
3	meco	with me
3	la	thy
3	vista	sight
3	dritto	straight
3	a	to
3	quella	that
3	parte	region
3	dove	where
3	l'	the
3	un	one
3	moto	motion
3	e	-
3	l'	the
3	altro	other
3	si	on
3	percuote	strikes
4	e	and
4	lì	there
4	comincia	begin
4	a	to
4	vagheggiar	gaze with delight
4	ne	on
4	l'	the
4	arte	art
4	di	of
4	quel	that
4	maestro	Master
4	che	who
4	dentro	within
4	a	Himself
4	sé	-
4	l'	it
4	ama	loves
4	tanto	so
4	che	that
4	mai	never
4	da	from
4	lei	it
4	l'	His
4	occhio	eye
4	non	-
4	parte	departs
5	Vedi	See
5	come	how
5	da	from
5	indi	that point
5	si	-
5	dirama	branches off
5	l'	the
5	oblico	oblique
5	cerchio	circle
5	che	which
5	i	the
5	pianeti	planets
5	porta	bears
5	per	to
5	sodisfare	satisfy
5	al	the
5	mondo	world
5	che	which
5	li	them
5	chiama	calls on
6	Che	and
6	se	if
6	la	-
6	strada	road
6	lor	their
6	non	not
6	fosse	had been
6	torta	bent
6	molta	much
6	virtù	virtue
6	nel	in the
6	ciel	heavens
6	sarebbe	would be
6	in	in
6	vano	vain
6	e	and
6	quasi	well-nigh
6	ogne	every
6	potenza	potency
6	qua	here
6	giù	below
6	morta	dead
7	e	And
7	se	if
7	dal	from the
7	dritto	straight line
7	più	more
7	o	or
7	men	less
7	lontano	distant
7	fosse	had been
7	'l	its
7	partire	departure
7	assai	much
7	sarebbe	would be
7	manco	defective
7	e	both
7	giù	below
7	e	and
7	sù	above
7	de	of
7	l'	the
