Group	Italian	English
1	Quando	When
1	colui	he
1	che	who
1	tutto	all
1	'l	the
1	mondo	world
1	alluma	illumines
1	de	from
1	l'	-
1	emisperio	hemisphere
1	nostro	our
1	sì	so
1	discende	descends
1	che	that
1	'l	the
1	giorno	day
1	d'	on
1	ogne	every
1	parte	side
1	si	is
1	consuma	spent
2	lo	the
2	ciel	heavens
2	che	which
2	sol	alone
2	di	by
2	lui	him
2	prima	erst
2	s'	-
2	accende	are enkindled
2	subitamente	suddenly
2	si	again
2	rifà	become
2	parvente	conspicuous
2	per	with
2	molte	many
2	luci	lights
2	in	on
2	che	which
2	una	one
2	risplende	is shining
3	e	And
3	questo	this
3	atto	act
3	del	of the
3	ciel	heavens
3	mi	my
3	venne	came
3	a	to
3	mente	mind
3	come	when
3	'l	the
3	segno	ensign
3	del	of the
3	mondo	world
3	e	and
3	de'	of
3	suoi	its
3	duci	leaders
3	nel	in
3	benedetto	blessed
3	rostro	beak
3	fu	became
3	tacente	silent
4	però	because
4	che	-
4	tutte	all
4	quelle	those
4	vive	living
4	luci	lights
4	vie	far
4	più	more
4	lucendo	shining
4	cominciaron	began
4	canti	songs
4	da	from out
4	mia	my
4	memoria	memory
4	labili	lapse
4	e	and
4	caduci	fall
5	O	O
5	dolce	sweet
5	amor	love
5	che	that
5	di	with
5	riso	a smile
5	t'	thee
5	ammanti	cloakest
5	quanto	how
5	parevi	didst thou appear
5	ardente	ardent
5	in	in
5	que'	those
5	flailli	pipes
5	ch'	which
5	avieno	had
5	spirto	breath
5	sol	alone
5	di	of
5	pensier	thoughts
5	santi	holy
6	Poscia	After
6	che	-
6	i	the
6	cari	precious
6	e	and
6	lucidi	lucent
6	lapilli	stones
6	ond'	wherewith
6	io	I
6	vidi	saw
6	ingemmato	ingemmed
6	il	the
6	sesto	sixth
6	lume	luminary
6	puoser	imposed
6	silenzio	silence
6	a	on
6	li	their
6	angelici	angelic
6	squilli	bells
7	udir	to hear
7	mi	I
7	parve	seemed
7	un	the
7	mormorar	murmur
7	di	of
7	fiume	stream
7	che	which
7	scende	falls
7	chiaro	pellucid
7	giù	down
7	di	from
7	pietra	rock
7	in	to
7	pietra	rock
7	mostrando	showing
7	l'	the
7	ubertà	abundance
7	del	of
7	suo	its
7	cacume	mountain source
8	E	And
8	come	as
8	suono	sound
8	al	at
8	collo	neck
8	de	-
8	la	-
8	cetra	cithern's
8	prende	takes
