Group	Italian	English
1	Noi	We
1	eravamo	were
1	al	at the
1	sommo	top
1	de	of
1	la	the
1	scala	stairway
1	dove	where
1	secondamente	the second time
1	si	is
1	risega	cut back
1	lo	the
1	monte	mountain
1	che	which
1	salendo	ascent
1	altrui	one
1	dismala	frees from ill
2	Ivi	There
2	così	in like manner
2	una	a
2	cornice	cornice
2	lega	binds
2	dintorno	round about
2	il	the
2	poggio	hill
2	come	as
2	la	the
2	primaia	first
2	se	except
2	non	-
2	che	that
2	l'	the
2	arco	arc
2	suo	its
2	più	more
2	tosto	quickly
2	piega	bends
3	Ombra	shadow
3	non	No
3	lì	there
3	è	is
3	né	nor
3	segno	mark
3	che	which
3	si	-
3	paia	apparent
3	parsi	appears
3	la	the
3	ripa	bank
3	e	and
3	parsi	so
3	la	the
3	via	path
3	schietta	smooth
3	col	with the
3	livido	livid
3	color	color
3	de	of
3	la	the
3	petraia	stone
4	Se	If
4	qui	here
4	per	to
4	dimandar	enquire
4	gente	people
4	s'	one
4	aspetta	waits
4	ragionava	said
4	il	the
4	poeta	Poet
4	io	I
4	temo	fear
4	forse	perhaps
4	che	that
4	troppo	too much
4	avrà	will have
4	d'	-
4	indugio	delay
4	nostra	our
4	eletta	choice
5	Poi	Then
5	fisamente	fixedly
5	al	upon the
5	sole	sun
5	li	his
5	occhi	eyes
5	porse	set
5	fece	made
5	del	of his
5	destro	right
5	lato	side
5	a	for his
5	muover	movement
5	centro	centre
5	e	and
5	la	the
5	sinistra	left
5	parte	part
5	di	of
5	sé	himself
5	torse	turned
6	O	O
6	dolce	sweet
6	lume	light
6	a	in
6	cui	which
6	fidanza	with confidence
6	i'	I
6	entro	enter
6	per	on
6	lo	the
6	novo	new
6	cammin	road
6	tu	thou
6	ne	us on it
6	conduci	do lead
6	dicea	he said
6	come	as
6	condur	leading
6	si	there is
6	vuol	need
6	quinc'	here
6	entro	within
7	Tu	Thou
7	scaldi	warmest
7	il	the
7	mondo	world
7	tu	thou
7	sovr'	upon
7	esso	it
7	luci	shinest
7	s'	if
7	altra	other
7	ragione	reason
7	in	to
7	contrario	the contrary
7	non	not
7	ponta	prompt
7	esser	be
7	dien	ought
7	sempre	ever
7	li	the
7	tuoi	thy
7	raggi	rays
7	duci	guides
8	Quanto	As far as
8	di	-
8	qua	here on earth
8	per	for
8	un	a
8	migliaio	mile
8	si	is
8	conta	counted
8	tanto	so far
8	di	-
8	là	there
8	eravam	had
8	noi	we
8	già	now
8	iti	gone
8	con	in
8	poco	little
8	tempo	time
8	per	because of
8	la	-
8	voglia	will
8	pronta	ready
9	e	and
9	verso	towards
9	noi	us
9	volar	to fly
9	furon	were
9	sentiti	heard
9	non	not
9	però	however
9	visti	seen
9	spiriti	spirits
9	parlando	uttering
9	a	to
9	la	the
9	mensa	table
9	d'	of
9	amor	love
9	cortesi	courteous
9	inviti	invitations
10	La	The
10	prima	first
10	voce	voice
10	che	that
10	passò	passed
10	volando	flying
10	Vinum	Virum
10	non	non
10	habent	habent
10	altamente	loudly
10	disse	said
10	e	and
10	dietro	behind
10	a	-
10	noi	us
10	l'	it
10	andò	went on
10	reïterando	reiterating
11	E	And
11	prima	before
11	che	-
11	del	-
11	tutto	quite
11	non	inaudible
11	si	it
11	udisse	had become
11	per	through
11	allungarsi	distance
11	un'	another
11	altra	-
11	I'	I
11	sono	am
11	Oreste	Orestes
11	passò	passed by
11	gridando	crying
11	e	and
11	anco	also
11	non	not
11	s'	did
11	affisse	stay
12	Oh	O
12	diss'	said
12	io	I
12	padre	Father
12	che	what
12	voci	voices
12	son	are
12	queste	these
12	E	and
12	com'	even as
12	io	I
12	domandai	was asking
12	ecco	lo!
12	la	the
12	terza	third
12	dicendo	saying
12	Amate	Love
12	da	from
12	cui	whom
12	male	wrong
12	aveste	ye have had
13	E	And
13	'l	the
13	buon	good
13	maestro	Master
13	Questo	This
13	cinghio	circle
13	sferza	scourges
13	la	the
13	colpa	sin
13	de	of
13	la	-
13	invidia	envy
13	e	and
13	però	therefore
13	sono	are
13	tratte	drawn
13	d'	from
13	amor	love
13	le	the
13	corde	cords
13	de	of
13	la	the
13	ferza	scourge
14	Lo	The
14	fren	curb
14	vuol	must
14	esser	be
14	del	of the
14	contrario	opposite
14	suono	sound
14	credo	I think
14	che	that
14	l'	it
14	udirai	thou wilt hear
14	per	-
14	mio	-
14	avviso	-
14	prima	before
14	che	-
14	giunghi	thou arrivest
14	al	at the
14	passo	pass
14	del	of
14	perdono	pardon
15	Ma	But
15	ficca	fix
15	li	thine
15	occhi	eyes
15	per	through
15	l'	the
15	aere	air
15	ben	very
15	fiso	fixedly
15	e	and
15	vedrai	thou wilt see
15	gente	people
15	innanzi	in front
15	a	of
15	noi	us
15	sedersi	sitting
15	e	and
15	ciascun	each
15	è	is
15	lungo	against
15	la	the
15	grotta	rock
15	assiso	seated
16	Allora	Then
16	più	more
16	che	than
16	prima	before
16	li	my
16	occhi	eyes
16	apersi	opened
16	guarda'	I looked
16	mi	me
16	innanzi	in front of
16	e	and
16	vidi	saw
16	ombre	shades
16	con	with
16	manti	cloaks
16	al	in
16	color	color
16	de	from
16	la	the
16	pietra	stone
16	non	not
16	diversi	different
17	E	And
17	poi	-
17	che	when
17	fummo	we were
17	un	a
17	poco	little
17	più	further
17	avanti	forward
17	udia	I heard
17	gridar	them crying
17	Maria	Mary
17	òra	pray
17	per	for
17	noi	us
17	gridar	crying
17	Michele	Michael
17	e	and
17	Pietro	Peter
17	e	and
17	Tutti	all the
17	santi	Saints
18	Non	do not
18	credo	believe
18	che	that
18	per	on
18	terra	earth
18	vada	there goes
18	ancoi	to-day
18	omo	a man
18	sì	so
18	duro	hard
18	che	that
18	non	not
18	fosse	he had been
18	punto	pricked
18	per	by
18	compassion	compassion
18	di	at
18	quel	that
18	ch'	which
