Group	Italian	English
1	Quanto	As much as
1	tra	between
1	l'	the
1	ultimar	close
1	de	of
1	l'	the
1	ora	hour
1	terza	third
1	e	and
1	'l	the
1	principio	beginning
1	del	of the
1	dì	day
1	par	appears
1	de	of
1	la	the
1	spera	sphere
1	che	that
1	sempre	ever
1	a	in
1	guisa	manner
1	di	of
1	fanciullo	child
1	scherza	is sporting
2	tanto	so much
2	pareva	appeared
2	già	now
2	inver'	toward
2	la	the
2	sera	evening
2	essere	to be
2	al	for the
2	sol	sun
2	del	of
2	suo	his
2	corso	course
2	rimaso	remaining
2	vespero	vespers
2	là	there
2	e	and
2	qui	here
2	mezza	-
2	notte	midnight
2	era	was
3	E	and
3	i	the
3	raggi	rays
3	ne	us
3	ferien	struck
3	per	across
3	mezzo	-
3	'l	the
3	naso	nose
3	perché	because
3	per	by
3	noi	us
3	girato	circled
3	era	had been
3	sì	so
3	'l	the
3	monte	mountain
3	che	that
3	già	now
3	dritti	straight
3	andavamo	were going
3	inver'	toward
3	l'	the
3	occaso	sunset
4	quand'	when
4	io	I
4	senti'	felt
4	a	-
4	me	-
4	gravar	weighed down
4	la	my
4	fronte	forehead
4	a	by
4	lo	the
4	splendore	splendor
4	assai	far
4	più	more
4	che	than
4	di	at
4	prima	first
4	e	and
4	stupor	a wonder
4	m'	to me
4	eran	were
4	le	the
4	cose	things
4	non	not
4	conte	known
5	ond'	Wherefore
5	io	I
5	levai	lifted
5	le	-
5	mani	hands
5	inver'	toward
5	la	the
5	cima	top
5	de	of
5	le	the
5	mie	my
5	ciglia	brows
5	e	and
5	fecimi	made for myself
5	'l	the
5	solecchio	visor
5	che	that
5	del	of
5	soverchio	excess
5	visibile	what is seen
5	lima	lessens
6	Come	As
6	quando	when
6	da	from
6	l'	-
6	acqua	water
6	o	or
6	da	from
6	lo	the
6	specchio	mirror
6	salta	leaps
6	lo	the
6	raggio	ray
6	a	to
6	l'	the
6	opposita	opposite
6	parte	quarter
6	salendo	mounting
6	su	up
6	per	in
6	lo	-
6	modo	manner
6	parecchio	like
7	a	to
7	quel	that
7	che	in which
7	scende	it descends
7	e	-
7	tanto	as much
7	si	-
7	diparte	departs
7	dal	from the
7	cader	falling
7	de	of
7	la	the
7	pietra	stone
7	in	at
7	igual	equal
7	tratta	distance
7	sì	as
7	come	-
7	mostra	show
7	esperïenza	experiment
7	e	and
7	arte	art
8	così	so
8	mi	to me
8	parve	it seemed
8	da	by
8	luce	light
8	rifratta	reflected
8	quivi	there
8	dinanzi	in front
8	a	of
8	me	me
8	esser	was
8	percosso	struck
8	per	from
8	che	which
8	a	to
8	fuggir	fly
8	la	-
8	mia	my
8	vista	sight
8	fu	was
8	ratta	swift
9	Che	What
9	è	is
9	quel	that
9	dolce	sweet
9	padre	Father
9	a	from
9	che	which
9	non	not
9	posso	cannot
9	schermar	screen
9	lo	my
9	viso	sight
9	tanto	so
9	che	that
9	mi	me
9	vaglia	avails
9	diss'	said
9	io	I
9	e	and
9	pare	seems
9	inver'	toward
9	noi	us
9	esser	to be
9	mosso	moving
10	Non	not
10	ti	thee
10	maravigliar	Marvel
10	s'	if
10	ancor	still
10	t'	thee
10	abbaglia	dazzle
10	la	the
10	famiglia	family
10	del	of
10	cielo	Heaven
10	a	to
10	me	me
10	rispuose	replied
10	messo	a messenger
10	è	is
10	che	that
10	viene	comes
10	ad	to
10	invitar	invite
10	ch'	-
10	om	men
10	saglia	ascend
11	Tosto	Soon
11	sarà	will it be
11	ch'	that
11	a	to
11	veder	see
11	queste	these
11	cose	things
11	non	not
11	ti	thee
11	fia	will be
11	grave	grievous
11	ma	but
11	fieti	will be to thee
11	diletto	delight
11	quanto	as great as
11	natura	nature
11	a	to
11	sentir	feel
11	ti	thee
11	dispuose	fitted
12	Poi	When
12	giunti	reached
12	fummo	we had
12	a	-
12	l'	the
12	angel	Angel
12	benedetto	blessed
12	con	with
12	lieta	glad
12	voce	voice
12	disse	he said
12	Intrate	Enter ye
12	quinci	here
12	ad	to
12	un	a
12	scaleo	stairway
12	vie	far
12	men	less
12	che	than
12	li	the
12	altri	others
12	eretto	steep
13	Noi	We
13	montavam	were mounting
13	già	already
13	partiti	departed
13	di	-
13	linci	thence
13	e	and
13	Beati	Beati
13	misericordes	misericordes
13	fue	had been
13	cantato	sung
13	retro	behind us
13	e	and
13	Godi	Rejoice
13	tu	thou
13	che	that
13	vinci	overcomest
14	Lo	-
14	mio	My
14	maestro	Master
14	e	and
14	io	I
14	soli	alone
14	amendue	we two
14	suso	upward
14	andavamo	were going on
14	e	and
14	io	I
14	pensai	was thinking
14	andando	as we went
14	prode	profit
14	acquistar	to win
14	ne	from
14	le	-
14	parole	words
14	sue	his
15	e	and
15	dirizza'	addressed
15	mi	me
15	a	to
15	lui	him
15	sì	thus
15	dimandando	enquiring
15	Che	What
15	volse	did
15	dir	mean
15	lo	the
15	spirto	spirit
15	di	from
15	Romagna	Romagna
15	e	-
15	divieto	exclusion
15	e	and
15	consorte	companionship
15	menzionando	mentioning
16	Per	Wherefore
16	ch'	-
16	elli	he
16	a	to
16	me	me
16	Di	Of
16	sua	his own
16	maggior	greatest
16	magagna	fault
16	conosce	knows
16	il	the
16	danno	harm
16	e	and
16	però	therefore
16	non	not
16	s'	it is
16	ammiri	to be wondered at
16	se	if
16	ne	it
16	riprende	reprove
16	perché	in order that
16	men	less
16	si	there may be
16	piagna	lamenting
17	Perché	Because
17	s'	are
17	appuntano	directed
17	i	-
17	vostri	your
17	disiri	desires
17	dove	where
17	per	through
17	compagnia	companionship
17	parte	a share
17	si	is
17	scema	lessened
17	invidia	envy
17	move	moves
17	il	the
17	mantaco	bellows
17	a'	for
17	sospiri	your sighs
18	Ma	But
18	se	if
18	l'	the
18	amor	love
18	de	of
18	la	the
18	spera	sphere
18	supprema	highest
18	torcesse	had turned
18	in	on
18	suso	high
18	il	-
18	disiderio	desire
18	vostro	your
18	non	not
18	vi	-
18	sarebbe	would be
18	al	in
18	petto	breast
18	quella	that
18	tema	fear
19	ché	for
19	per	the
19	quanti	there are who
19	si	-
19	dice	say
19	più	more
19	lì	there
19	nostro	ours
19	tanto	so much
19	possiede	doth possess
19	più	the more
19	di	of
19	ben	good
19	ciascuno	each
19	e	and
19	più	the more
19	di	of
19	caritate	charity
19	arde	burns
19	in	in
19	quel	that
19	chiostro	cloister
20	Io	I
20	son	am
20	d'	to
20	esser	be
20	contento	contented
20	più	more
20	digiuno	hungering
20	diss'	said
20	io	I
20	che	than
20	se	if
20	mi	I
20	fosse	had
20	pria	at first
20	taciuto	been silent
20	e	and
20	più	more
20	di	of
20	dubbio	doubt
20	ne	in
20	la	my
20	mente	mind
20	aduno	assemble
21	Com'	How
21	esser	be
21	puote	can
21	ch'	that
21	un	a
21	ben	good
21	distributo	distributed
21	in	-
21	più	more
21	posseditor	possessors
21	faccia	makes
21	più	richer
21	ricchi	richer
21	di	with
21	sé	itself
21	che	than
21	se	if
21	da	by
21	pochi	few
21	è	is
21	posseduto	possessed
22	Ed	And
22	elli	he
22	a	to
22	me	me
22	Però	Because
22	che	-
22	tu	thou
22	rificchi	fastenest
22	la	thy
22	mente	mind
22	pur	only
22	a	on
22	le	-
22	cose	things
22	terrene	earthly
22	di	from
22	vera	true
22	luce	light
22	tenebre	darkness
22	dispicchi	gatherest
23	Quello	That
23	infinito	infinite
23	e	and
23	ineffabil	ineffable
23	bene	Good
23	che	which
23	là	on
23	sù	high
23	è	is
23	così	even
23	corre	runs
23	ad	to
23	amore	love
23	com'	as
23	a	to
23	lucido	lucid
23	corpo	body
23	raggio	sunbeam
23	vene	comes
24	Tanto	As much
24	si	itself
24	dà	gives
24	quanto	as
24	trova	finds
24	d'	of
24	ardore	ardor
24	sì	so
24	che	that
24	quantunque	how far soever
24	carità	charity
24	si	-
24	stende	extends
24	cresce	doth increase
24	sovr'	beyond
24	essa	it
24	l'	the
24	etterno	eternal
24	valore	bounty
25	E	And
25	quanta	the more
25	gente	people
25	più	-
25	là	on
25	sù	high
25	s'	who are
25	intende	intent
25	più	the more
25	v'	there
25	è	are
25	da	for
25	bene	well
25	amare	loving
25	e	and
25	più	the more
25	vi	there
25	s'	is
25	ama	love
25	e	and
25	come	like
25	specchio	a mirror
25	l'	-
25	uno	one
25	a	to
25	l'	the
25	altro	other
25	rende	reflects
26	E	And
26	se	if
26	la	-
26	mia	my
26	ragion	discourse
26	non	not
26	ti	thy
26	disfama	appease hunger
26	vedrai	thou shalt see
26	Beatrice	Beatrice
26	ed	and
26	ella	she
26	pienamente	fully
26	ti	thee
26	torrà	will take from
26	questa	this
26	e	and
26	ciascun'	every
26	altra	other
26	brama	longing
27	Procaccia	Strive
27	pur	only
27	che	that
27	tosto	soon
27	sieno	may be
27	spente	extinct
27	come	as
27	son	are
27	già	already
27	le	-
27	due	two
27	le	the
27	cinque	five
27	piaghe	wounds
27	che	that
27	si	are
27	richiudon	closed up
27	per	by
27	esser	being
27	dolente	painful
28	Com'	As
28	io	I
28	voleva	was about to
28	dicer	say
28	Tu	Thou
28	m'	me
28	appaghe	satisfiest
28	vidimi	I saw myself
28	giunto	arrived
28	in	-
28	su	on
28	l'	the
28	altro	next
28	girone	round
28	sì	so
28	che	that
28	tacer	silent
28	mi	me
28	fer	made
28	le	my
28	luci	eyes
28	vaghe	eager
29	Ivi	There
29	mi	to me
29	parve	seemed
29	in	in
29	una	an
29	visïone	vision
