Group	Italian	English
1	Era	It was
1	già	now
1	l'	the
1	ora	hour
1	che	that
1	volge	turns back
1	il	-
1	disio	desire
1	ai	in those that
1	navicanti	sail the sea
1	e	and
1	'ntenerisce	softens
1	il	their
1	core	hearts
1	lo	the
1	dì	day
1	c'	when
1	han	they have
1	detto	said
1	ai	to their
1	dolci	sweet
1	amici	friends
1	addio	farewell
2	e	and
2	che	which
2	lo	the
2	novo	new
2	peregrin	pilgrim
2	d'	with
2	amore	love
2	punge	pierces
2	se	if
2	ode	hears
2	squilla	bell
2	di	from
2	lontano	afar
2	che	that
2	paia	seems
2	il	the
2	giorno	day
2	pianger	deplore
2	che	that
2	si	-
2	more	dying
3	quand'	when
3	io	I
3	incominciai	began
3	a	to
3	render	render
3	vano	vain
3	l'	-
3	udire	hearing
3	e	and
3	a	to
3	mirare	look at
3	una	one
3	de	of
3	l'	the
3	alme	souls
3	surta	uprisen
3	che	who
3	l'	-
3	ascoltar	attention
3	chiedea	besought
3	con	with
3	mano	hand
4	Ella	It
4	giunse	joined
4	e	and
4	levò	raised
4	ambo	both
4	le	its
4	palme	palms
4	ficcando	fixing
4	li	its
4	occhi	eyes
4	verso	toward
4	l'	the
4	orïente	orient
4	come	as if
4	dicesse	it said
4	a	to
4	Dio	God
4	D'	For
4	altro	aught else
4	non	not
4	calme	care
5	Te	Te
5	lucis	locis
5	ante	ante
5	sì	-
5	devotamente	-
6	le	-
6	uscìo	-
6	di	-
6	bocca	-
6	e	-
6	con	-
6	sì	-
6	dolci	-
6	note	-
6	che	-
6	fece	-
6	me	-
6	a	-
6	me	-
6	uscir	-
6	di	-
6	mente	-
6	e	-
6	l'	-
6	altre	-
6	poi	-
6	dolcemente	-
6	e	-
6	devote	-
7	seguitar	-
7	lei	-
7	per	-
7	tutto	-
7	l'	-
7	inno	-
7	intero	-
7	avendo	-
7	li	-
7	occhi	-
7	a	-
7	le	-
7	superne	-
7	rote	-
7	Aguzza	-
7	qui	-
7	lettor	-
7	ben	-
7	li	-
7	occhi	-
7	al	-
7	vero	-
8	ché	that
8	'l	-
8	velo	-
8	è	-
8	ora	-
8	ben	-
8	tanto	-
8	sottile	-
8	certo	-
8	che	-
8	'l	-
8	trapassar	through
8	dentro	-
8	è	be
8	leggero	-
9	Io	I
9	vidi	saw
9	quello	that
9	essercito	army
9	gentile	of the gentle-born
9	tacito	silently
9	poscia	thereafter
9	riguardare	gazing
9	in	upward
9	sùe	-
9	quasi	as if
9	aspettando	in expectation
9	palido	pallid
9	e	and
9	umìle	humble
10	e	and
10	vidi	saw
10	uscir	issuing
10	de	from
10	l'	-
10	alto	high
10	e	and
10	scender	descending
10	giùe	-
10	due	two
10	angeli	angels
10	con	with
10	due	two
10	spade	swords
10	affocate	fiery
10	tronche	truncated
10	e	and
10	private	deprived
10	de	of
10	le	-
10	punte	points
10	sue	their
11	Verdi	Green
11	come	as
11	fogliette	leaflets
11	pur	just
11	mo	now
11	nate	born
11	erano	were
11	in	-
11	veste	their garments
11	che	which
11	da	by
11	verdi	green
11	penne	pinions
11	percosse	beaten
11	traean	trailed
11	dietro	behind
11	e	and
11	ventilate	blown
12	L'	-
12	un	One
12	poco	a little
12	sovra	above
12	noi	us
12	a	to
12	star	stand
12	si	-
12	venne	came
12	e	and
12	l'	the
12	altro	other
12	scese	descended
12	in	on
12	l'	the
12	opposita	opposite
12	sponda	bank
12	sì	so
12	che	that
12	la	the
12	gente	people
12	in	between
12	mezzo	-
12	si	were
12	contenne	contained
13	Ben	clearly
13	discernëa	discerned
13	in	in
13	lor	them
13	la	their
13	testa	heads
13	bionda	blond
13	ma	but
13	ne	on
13	la	their
13	faccia	faces
13	l'	the
13	occhio	eye
13	si	-
13	smarria	was dazzled
13	come	as
13	virtù	faculty
13	ch'	which
13	a	by
13	troppo	excess
13	si	is
13	confonda	confounded
14	Ambo	Both
14	vegnon	come
14	del	from the
14	grembo	bosom
14	di	of
14	Maria	Mary
14	disse	said
14	Sordello	Sordello
14	a	for
14	guardia	guard
14	de	of
14	la	the
14	valle	valley
14	per	because of
14	lo	the
14	serpente	serpent
14	che	that
14	verrà	will come
14	vie	straightway
14	via	straightway
15	Ond'	Whereat
15	io	I
15	che	who
15	non	not
15	sapeva	knew
15	per	by
15	qual	what
15	calle	path
15	mi	me
15	volsi	turned
15	intorno	round
15	e	and
15	stretto	close
15	m'	me
15	accostai	drew
15	tutto	all
15	gelato	chilled
15	a	to
15	le	the
15	fidate	trusty
15	spalle	shoulders
16	E	And
16	Sordello	Sordello
16	anco	again
16	Or	Now
16	avvalliamo	let us go down into the valley
16	omai	-
16	tra	among
16	le	the
16	grandi	great
16	ombre	shades
16	e	and
16	parleremo	we will speak
16	ad	to
16	esse	them
16	grazïoso	pleasing
16	fia	will it be
16	lor	to them
16	vedervi	to see you
16	assai	well
17	Solo	Only
17	tre	three
17	passi	steps
17	credo	think
17	ch'	-
17	i'	I
17	scendesse	had descended
17	e	and
17	fui	I was
17	di	-
17	sotto	below
17	e	and
17	vidi	I saw
17	un	one
17	che	who
17	mirava	was gazing
17	pur	only
17	me	me
17	come	as if
17	conoscer	to know
17	mi	me
17	volesse	wished
18	Temp'	time
18	era	was
18	già	now
18	che	when
18	l'	the
18	aere	air
18	s'	-
18	annerava	was darkening
18	ma	but
18	non	not
18	sì	so
18	che	that
18	tra	between
18	li	-
18	occhi	eyes
18	suoi	his
18	e	and
18	miei	mine
18	non	did not
18	dichiarisse	reveal
18	ciò	that
18	che	which
18	pria	before
18	serrava	locked up
19	Ver'	Towards
19	me	me
19	si	-
19	fece	moved
19	e	and
19	io	I
19	ver'	towards
19	lui	him
19	mi	me
19	fei	moved
19	giudice	Judge
19	Nin	Nino
19	gentil	Gentle
19	quanto	how much
19	mi	me
19	piacque	pleased
19	quando	when
19	ti	thou
19	vidi	saw
19	non	not
19	esser	wast
19	tra	among
19	rei	damned
20	Nullo	No
20	bel	fair
20	salutar	salutation
20	tra	between
20	noi	us
20	si	was
20	tacque	silent
20	poi	then
20	dimandò	he asked
20	Quant'	How long
20	è	is
20	che	since
20	tu	thou
20	venisti	camest
20	a	to
20	piè	foot
20	del	of the
20	monte	mountain
20	per	across
20	le	the
20	lontane	far
20	acque	waters
21	Oh	Oh
21	diss'	said
21	io	I
21	lui	to him
21	per	from
21	entro	within
21	i	the
21	luoghi	places
21	tristi	dismal
21	venni	came
21	stamane	this morning
21	e	and
21	sono	am
21	in	in
21	prima	first
21	vita	life
21	ancor	albeit
21	che	-
21	l'	the
21	altra	other
21	sì	thus
21	andando	in going
21	acquisti	may gain
22	E	And
22	come	when
22	fu	was
22	la	the
22	mia	my
22	risposta	answer
22	udita	heard
22	Sordello	Sordello
22	ed	and
22	elli	he
22	in	back
22	dietro	back
22	si	themselves
22	raccolse	drew
22	come	like
22	gente	folk
22	di	-
22	sùbito	suddenly
22	smarrita	bewildered
23	L'	the
23	uno	one
23	a	to
23	Virgilio	Virgil
23	e	and
23	l'	the
23	altro	other
23	a	to
23	un	one
23	si	-
23	volse	turned
23	che	who
23	sedea	was seated
23	lì	there
23	gridando	crying
23	Sù	Up
23	Currado	Corrado
23	vieni	come
23	a	to
23	veder	see
23	che	what
23	Dio	God
23	per	through
23	grazia	grace
23	volse	hath willed
24	Poi	Then
24	vòlto	turning
24	a	to
24	me	me
24	Per	By
24	quel	that
24	singular	singular
24	grado	gratitude
24	che	-
24	tu	thou
24	dei	owest
24	a	unto
24	colui	Him
24	che	who
24	sì	so
24	nasconde	hides
24	lo	His
24	suo	own
24	primo	first
24	perché	wherefore
24	che	that
24	non	no
24	lì	there
24	è	is
24	guado	ford
25	quando	when
25	sarai	thou shalt be
25	di	-
25	là	beyond
25	da	-
25	le	the
25	larghe	wide
25	onde	waves
25	dì	say
25	a	to
25	Giovanna	Joan
25	mia	my
25	che	that
25	per	for
25	me	me
25	chiami	she cry
25	là	there
25	dove	where
25	a	to
25	li	the
25	'nnocenti	innocent
25	si	is given
