Group	Italian	English
1	Cantando	Singing
1	come	like
1	donna	lady
1	innamorata	enamored
1	continüò	continued
1	col	at the
1	fin	ending
1	di	of
1	sue	her
1	parole	words
1	Beati	Beati
1	quorum	quorum
1	tecta	tecta
1	sunt	sunt
1	peccata	peccata
2	E	and
2	come	like
2	ninfe	nymphs
2	che	who
2	si	-
2	givan	were wont to go
2	sole	solitary
2	per	through
2	le	the
2	salvatiche	sylvan
2	ombre	shades
2	disïando	desiring
2	qual	this one
2	di	to
2	veder	see
2	qual	that
2	di	to
2	fuggir	avoid
2	lo	the
2	sole	sun
3	allor	then
3	si	she
3	mosse	moved on
3	contra	counter
3	'l	the
3	fiume	stream
3	andando	going
3	su	up
3	per	along
3	la	the
3	riva	bank
3	e	and
3	io	I
3	pari	at even pace
3	di	with
3	lei	her
3	picciol	little
3	passo	step
3	con	with
3	picciol	little
3	seguitando	following
4	Non	not
4	eran	were
4	cento	a hundred
4	tra	Of
4	suoi	her
4	passi	steps
4	e	and
4	miei	mine
4	quando	when
4	le	the
4	ripe	banks
4	igualmente	both like
4	dier	gave
4	volta	a turn
4	per	in
4	modo	such wise
4	ch'	that
4	a	toward
4	levante	the east
4	mi	-
4	rendei	I faced again
5	Né	Nor
5	ancor	-
5	fu	had
5	così	thus
5	nostra	our
5	via	way
5	molta	long
5	quando	when
5	la	the
5	donna	lady
5	tutta	wholly
5	a	to
5	me	me
5	si	-
5	torse	turned round
5	dicendo	saying
5	Frate	brother
5	mio	My
5	guarda	look
5	e	and
5	ascolta	listen
6	Ed	And
6	ecco	lo
6	un	a
6	lustro	lustre
6	sùbito	sudden
6	trascorse	ran
6	da	from
6	tutte	all
6	parti	quarters
6	per	through
6	la	the
6	gran	great
6	foresta	forest
6	tal	so
6	che	that
6	di	of
6	balenar	lightning
6	mi	me
6	mise	put
6	in	in
6	forse	suspect
7	Ma	But
7	perché	because
7	'l	the
7	balenar	lightning
7	come	as
7	vien	it comes
7	resta	ceases
7	e	and
7	quel	this
7	durando	hasting
7	più	more
7	e	and
7	più	more
7	splendeva	became resplendent
7	nel	in
7	mio	my
7	pensier	thought
7	dicea	I said
7	Che	What
7	cosa	thing
7	è	is
7	questa	this
8	E	And
8	una	a
8	melodia	melody
8	dolce	sweet
8	correva	ran
8	per	through
8	l'	the
8	aere	air
8	luminoso	luminous
8	onde	whereupon
8	buon	righteous
8	zelo	zeal
8	mi	me
8	fé	caused
8	riprender	to blame
8	l'	the
8	ardimento	temerity
8	d'	of
8	Eva	Eve
9	che	that
9	là	there
9	dove	where
9	ubidia	were obedient
9	la	-
9	terra	earth
