Group	Italian	English
1	Io	I
1	era	had
1	già	now
1	da	from
1	quell'	those
1	ombre	shades
1	partito	parted
1	e	and
1	seguitava	was following
1	l'	the
1	orme	footsteps
1	del	of
1	mio	my
1	duca	Leader
1	quando	when
1	di	-
1	retro	behind
1	a	-
1	me	me
1	drizzando	pointing
1	'l	his
1	dito	finger
2	una	one
2	gridò	cried out
2	Ve'	Look
2	che	-
2	non	not
2	par	seems
2	che	to
2	luca	shine
2	lo	the
2	raggio	ray
2	da	on
2	sinistra	the left hand
2	a	of
2	quel	that
2	di	one
2	sotto	lower
2	e	and
2	come	as if
2	vivo	alive
2	par	seems
2	che	to
2	si	himself
2	conduca	hear
3	Li	my
3	occhi	eyes
3	rivolsi	turned
3	al	at the
3	suon	sound
3	di	of
3	questo	these
3	motto	words
3	e	and
3	vidile	I saw them
3	guardar	watching
3	per	for
3	maraviglia	marvel
3	pur	only
3	me	me
3	pur	only
3	me	me
3	e	and
3	'l	the
3	lume	light
3	ch'	which
3	era	was
3	rotto	broken
4	Perché	Why
4	l'	-
4	animo	mind
4	tuo	thy
4	tanto	so
4	s'	-
4	impiglia	hampered
4	disse	said
4	'l	the
4	maestro	Master
4	che	that
4	l'	-
4	andare	going
4	allenti	slackenest
4	che	What
4	ti	thee
4	fa	matters
4	ciò	that
4	che	which
4	quivi	here
4	si	-
4	pispiglia	whispered
5	Vien	Come
5	dietro	after
5	a	-
5	me	me
5	e	and
5	lascia	let
5	dir	talk
5	le	the
5	genti	people
5	sta	Stand
5	come	as
5	torre	tower
5	ferma	firm
5	che	that
5	non	never
5	crolla	wags
5	già	-
5	mai	-
5	la	its
5	cima	top
5	per	for
5	soffiar	blowing
5	di	of
5	venti	winds
6	ché	for
6	sempre	always
6	l'	the
6	omo	man
6	in	in
6	cui	whom
6	pensier	thought
6	rampolla	wells up
6	sovra	on
6	pensier	thought
6	da	from
6	sé	himself
6	dilunga	removes
6	il	his
6	segno	aim
6	perché	for
6	la	the
6	foga	force
6	l'	-
6	un	one
6	de	of
6	l'	the
6	altro	other
6	insolla	weakens
7	Che	What
7	potea	could
7	io	I
7	ridir	answer
7	se	save
7	non	-
7	Io	I
7	vegno	come
7	Dissilo	I said it
7	alquanto	somewhat
7	del	with the
7	color	color
7	consperso	overspread
7	che	which
7	fa	makes
7	l'	a
7	uom	man
7	di	of
7	perdon	pardon
7	talvolta	at times
7	degno	worthy
8	E	And
8	'ntanto	meanwhile
8	per	upon
8	la	the
8	costa	mountain side
8	di	-
8	traverso	across
8	venivan	were coming
8	genti	people
8	innanzi	in front
8	a	of
8	noi	us
8	un	a
8	poco	little
8	cantando	singing
8	Miserere	Miserere
8	a	-
8	verso	verse
8	a	by
8	verso	verse
9	Quando	When
9	s'	-
9	accorser	they observed
9	ch'	that
9	i'	I
9	non	not
9	dava	gave
9	loco	place
9	per	for
9	lo	-
9	mio	my
9	corpo	body
9	al	-
9	trapassar	passage
9	d'	of
9	i	the
9	raggi	rays
9	mutar	they changed
9	lor	their
9	canto	song
9	in	into
9	un	a
9	oh	Oh
9	lungo	long
9	e	and
9	roco	hoarse
10	e	and
10	due	two
10	di	of
10	loro	them
10	in	in
10	forma	form
10	di	of
10	messaggi	messengers
10	corsero	ran
10	incontr'	meet
10	a	to
10	noi	us
10	e	and
10	dimandarne	asked of us
10	Di	Of
10	vostra	your
10	condizion	condition
10	fatene	make us
10	saggi	cognizant
11	E	And
11	'l	-
11	mio	my
11	maestro	Master
11	Voi	Ye
11	potete	can
11	andarne	go back
11	e	and
11	ritrarre	report
11	a	to
11	color	them
11	che	who
11	vi	you
11	mandaro	sent
11	che	that
11	'l	the
11	corpo	body
11	di	of
11	costui	this one
11	è	is
11	vera	true
11	carne	flesh
12	Se	If
12	per	because of
12	veder	seeing
12	la	-
12	sua	his
12	ombra	shadow
12	restaro	stopped
12	com'	as
12	io	I
12	avviso	suppose
12	assai	enough
12	è	is
12	lor	them
12	risposto	answered
12	fàccianli	let them do him
12	onore	honor
12	ed	and
12	esser	be
12	può	may
12	lor	to them
12	caro	dear
13	Vapori	vapors
13	accesi	enkindled
13	non	-
13	vid'	did see
13	io	I
13	sì	so
13	tosto	swiftly
13	di	at
13	prima	early
13	notte	night
13	mai	Never
13	fender	cleave
13	sereno	the clear sky
13	né	nor
13	sol	sun
13	calando	at set of
13	nuvole	clouds
13	d'	of
13	agosto	August
14	che	that
14	color	these
14	non	not
14	tornasser	return
14	suso	up
14	in	in
14	meno	less
14	e	and
14	giunti	arrived
14	là	there
14	con	with
14	li	the
14	altri	others
14	a	toward
14	noi	us
14	dier	gave
14	volta	turn
14	come	like
14	schiera	troop
14	che	that
14	scorre	runs
14	sanza	without
14	freno	curb
15	Questa	These
15	gente	folk
15	che	that
15	preme	press
15	a	to
15	noi	us
15	è	are
15	molta	many
15	e	and
15	vegnonti	they come thee
15	a	to
15	pregar	pray
15	disse	said
15	'l	the
15	poeta	Poet
15	però	wherefore
15	pur	still
15	va	go on
15	e	and
15	in	in
15	andando	going
15	ascolta	listen
16	O	O
16	anima	soul
16	che	that
16	vai	goest
16	per	to
16	esser	be
16	lieta	happy
16	con	with
16	quelle	those
16	membra	limbs
16	con	with
16	le	-
16	quai	which
16	nascesti	thou wast born
16	venian	they came
16	gridando	crying
16	un	a
16	poco	little
16	il	thy
16	passo	step
16	queta	stay
17	Guarda	look
17	s'	if
17	alcun	any one
17	di	of
17	noi	us
17	unqua	ever
17	vedesti	hast seen
17	sì	so
17	che	that
17	di	of
17	lui	him
17	di	to
17	là	earth
17	novella	news
17	porti	mayest carry
17	deh	Ah
17	perché	why
17	vai	dost thou go on
17	deh	Ah
17	perché	why
17	non	not
17	t'	thou
17	arresti	dost stop
18	Noi	We
18	fummo	were
18	tutti	all
18	già	of old
18	per	by
18	forza	violence
18	morti	done to death
18	e	and
18	peccatori	sinners
18	infino	up
18	a	to
18	l'	the
18	ultima	last
18	ora	hour
18	quivi	then
18	lume	light
18	del	from
18	ciel	Heaven
18	ne	us
18	fece	made
18	accorti	mindful
19	sì	so
19	che	that
19	pentendo	both penitent
19	e	and
19	perdonando	pardoning
19	fora	forth
19	di	from
19	vita	life
19	uscimmo	issued
19	a	with
19	Dio	God
19	pacificati	at peace
19	che	who
19	del	with the
19	disio	desire
19	di	to
19	sé	him
19	veder	see
19	n'	our hearts
19	accora	fills
20	E	And
20	io	I
20	Perché	Although
20	ne'	upon
20	vostri	your
20	visi	faces
20	guati	gaze
20	non	not
20	riconosco	recognize
20	alcun	one
20	ma	but
20	s'	if
20	a	to
20	voi	you
20	piace	pleasing
20	cosa	aught
20	ch'	that
20	io	I
20	possa	can do
20	spiriti	spirits
20	ben	well
20	nati	born
21	voi	ye
21	dite	speak
21	e	and
21	io	I
21	farò	will do it
21	per	by
21	quella	that
21	pace	peace
21	che	which
21	dietro	following
21	a'	the
21	piedi	feet
21	di	of
21	sì	such
21	fatta	a
21	guida	guide
21	di	from
21	mondo	world
21	in	to
21	mondo	world
21	cercar	seek
21	mi	me
21	si	itself
21	face	makes
22	E	And
22	uno	one
22	incominciò	began
22	Ciascun	Each
22	si	of us
22	fida	trusts
22	del	in
22	beneficio	good turn
22	tuo	thy
22	sanza	without
22	giurarlo	thy swearing it
22	pur	provided
22	che	-
22	'l	the
22	voler	will
22	nonpossa	want of power
22	non	not
22	ricida	cut off
23	Ond'	wherefore
23	io	I
23	che	who
23	solo	alone
23	innanzi	before
23	a	-
23	li	the
23	altri	others
23	parlo	speak
23	ti	thee
23	priego	pray
23	se	if
23	mai	ever
23	vedi	see
23	quel	that
23	paese	land
23	che	that
23	siede	sits
23	tra	between
23	Romagna	Romagna
23	e	and
23	quel	the
23	di	of
23	Carlo	Charles
24	che	that
24	tu	thou
24	mi	to me
24	sie	be
24	di	with
24	tuoi	thy
24	prieghi	prayers
24	cortese	courteous
24	in	in
24	Fano	Fano
24	sì	so
24	che	that
24	ben	good
24	per	for
24	me	me
24	s'	be
24	adori	made
24	pur	whereby
24	ch'	-
24	i'	I
24	possa	may
24	purgar	purge away
24	le	my
24	gravi	grave
24	offese	offences
25	Quindi	Thence
25	fu'	was
25	io	I
25	ma	but
25	li	the
25	profondi	deep
25	fóri	wounds
25	ond'	wherefrom
25	uscì	issued
25	'l	the
25	sangue	blood
25	in	in
25	sul	-
25	quale	which
25	io	I
25	sedea	had my seat
25	fatti	given
25	mi	me
25	fuoro	were
25	in	in
25	grembo	bosom
25	a	of
25	li	the
25	Antenori	Endoneuria
26	là	there
26	dov'	where
26	io	I
26	più	most
26	sicuro	secure
26	esser	to be
26	credea	thought
26	quel	he
26	da	of
26	Esti	Este
26	il	it
26	fé	had
26	far	done
26	che	who
26	m'	me
26	avea	held
26	in	in
26	ira	wrath
26	assai	far
26	più	-
26	là	beyond
26	che	what
26	dritto	justice
26	non	-
26	volea	willed
27	Ma	But
27	s'	if
27	io	I
27	fosse	had
27	fuggito	fled
27	inver'	toward
27	la	-
27	Mira	Mira
27	quando	when
27	fu'	was
27	sovragiunto	overtaken
27	ad	at
27	Orïaco	Oriaco
27	ancor	still
27	sarei	should be
27	di	-
27	là	yonder
27	dove	where
27	si	men
27	spira	breathe
28	Corsi	I ran
28	al	to the
28	palude	marsh
28	e	and
28	le	the
28	cannucce	reeds
28	e	and
