Group	Italian	English
1	La	The
1	concubina	concubine
1	di	of
1	Titone	Tithonus
1	antico	old
1	già	now
1	s'	was
1	imbiancava	gleaming white
1	al	on the
1	balco	balcony
1	d'	of
1	orïente	orient
1	fuor	forth
1	de	from
1	le	the
1	braccia	arms
1	del	of the
1	suo	her
1	dolce	sweet
1	amico	friend
2	di	with
2	gemme	gems
2	la	-
2	sua	her
2	fronte	forehead
2	era	was
2	lucente	lucent
2	poste	set
2	in	in
2	figura	shape
2	del	of the
2	freddo	cold
2	animale	animal
2	che	that
2	con	with
2	la	its
2	coda	tail
2	percuote	strikes
2	la	-
2	gente	people
3	e	And
3	la	the
3	notte	night
3	de'	of the
3	passi	steps
3	con	with
3	che	which
3	sale	ascends
3	fatti	taken
3	avea	had
3	due	two
3	nel	in the
3	loco	place
3	ov'	where
3	eravamo	we were
3	e	and
3	'l	the
3	terzo	third
3	già	already
3	chinava	bending
3	in	-
3	giuso	down
3	l'	its
3	ale	wings
4	quand'	when
4	io	I
4	che	who
4	meco	with me
4	avea	had
4	di	-
4	quel	somewhat
4	d'	of
4	Adamo	Adam
4	vinto	overcome
4	dal	by
4	sonno	sleep
4	in	-
4	su	upon
4	l'	the
4	erba	grass
4	inchinai	reclined
4	là	there
4	've	where
4	già	-
4	tutti	all
4	e	-
4	cinque	five
4	sedavamo	were seated
5	Ne	At
5	l'	the
5	ora	hour
5	che	when
5	comincia	begins
5	i	-
5	tristi	sad
5	lai	lays
5	la	the
5	rondinella	little swallow
5	presso	near
5	a	-
5	la	the
5	mattina	morning
5	forse	perchance
5	a	-
5	memoria	memory
5	de'	of
5	suo'	her
5	primi	former
5	guai	woes
6	e	and
6	che	when
6	la	-
6	mente	mind
6	nostra	our
6	peregrina	wanderer
6	più	more
6	da	from
6	la	the
6	carne	flesh
6	e	and
6	men	less
6	da'	to
6	pensier	thought
6	presa	captive
6	a	in
6	le	-
6	sue	its
6	visïon	visions
6	quasi	almost
6	è	is
6	divina	divine
7	in	in
7	sogno	dream
7	mi	me
7	parea	seemed
7	veder	saw
7	sospesa	poised
7	un'	an
7	aguglia	eagle
7	nel	in the
7	ciel	sky
7	con	with
7	penne	feathers
7	d'	of
7	oro	gold
7	con	with
7	l'	the
7	ali	wings
7	aperte	widespread
7	e	and
7	a	to
7	calare	stoop
7	intesa	intent
8	ed	And
8	esser	I was
8	mi	to me
8	parea	seemed
8	là	there
8	dove	where
8	fuoro	were
8	abbandonati	abandoned
8	i	people
8	suoi	his own
8	da	by
8	Ganimede	Ganymede
8	quando	when
8	fu	was
8	ratto	rapt
8	al	to the
8	sommo	supreme
8	consistoro	consistory
9	Fra	In
9	me	myself
9	pensava	I thought
9	Forse	Perhaps
9	questa	this bird
9	fiede	strikes
9	pur	only
9	qui	here
9	per	through
9	uso	wont
9	e	and
9	forse	perhaps
9	d'	from
9	altro	other
9	loco	place
9	disdegna	disdains
9	di	to
9	portarne	carry anyone
9	suso	upward
9	in	in
9	piede	his feet
10	Poi	Then
10	mi	me
10	parea	seemed
10	che	that
10	poi	having
10	rotata	wheeled
10	un	a
10	poco	little
10	terribil	terrible
10	come	as
10	folgor	a thunderbolt
10	discendesse	descended
10	e	and
10	me	me
10	rapisse	snatched
10	suso	upwards
10	infino	far as
10	al	the
10	foco	fire
11	Ivi	There
11	parea	seemed
11	che	that
11	ella	it
11	e	and
11	io	I
11	ardesse	burned
11	e	and
11	sì	so
11	lo	the
11	'ncendio	fire
11	imaginato	imagined
11	cosse	scorched
11	che	that
11	convenne	of necessity
11	che	-
11	'l	the
11	sonno	sleep
11	si	was
11	rompesse	broken
12	Non	Not
12	altrimenti	otherwise
12	Achille	Achilles
12	si	himself
12	riscosse	shook
12	li	his
12	occhi	eyes
12	svegliati	awakened
12	rivolgendo	turning
12	in	around
12	giro	-
12	e	and
12	non	not
12	sappiendo	knowing
12	là	-
12	dove	where
12	si	he
12	fosse	was
13	quando	when
13	la	his
13	madre	mother
13	da	from
13	Chirón	Chiron
13	a	to
13	Schiro	Scyros
13	trafuggò	stole him away
13	lui	him
13	dormendo	sleeping
13	in	in
13	le	-
13	sue	her
13	braccia	arms
13	là	thither
13	onde	whence
13	poi	afterwards
13	li	the
13	Greci	Greeks
13	il	him
13	dipartiro	withdrew
14	che	than
14	mi	-
14	scoss'	started
14	io	I
14	sì	-
14	come	as
14	da	from
14	la	my
14	faccia	face
14	mi	-
14	fuggì	fled away
14	'l	-
14	sonno	sleep
14	e	and
14	diventa'	became
14	ismorto	pale
14	come	even as
14	fa	-
14	l'	a
14	uom	man
14	che	-
14	spaventato	frightened
14	agghiaccia	turns to ice
15	Dallato	At side
15	m'	my
15	era	was
15	solo	only
15	il	-
15	mio	my
15	conforto	Comforter
15	e	and
15	'l	the
15	sole	sun
15	er'	was
15	alto	high
15	già	now
15	più	more
15	che	than
15	due	two
15	ore	hours
15	e	and
15	'l	-
15	viso	face
15	m'	my
15	era	was
15	a	toward
15	la	the
15	marina	sea
15	torto	turned
16	Non	no
16	aver	Have
16	tema	fear
16	disse	said
16	il	-
16	mio	my
16	segnore	Lord
16	fatti	be
