Group	Italian	English
1	Posto	put
1	avea	had
1	fine	end
1	al	to
1	suo	his
1	ragionamento	discourse
1	l'	The
1	alto	lofty
1	dottore	Teacher
1	e	and
1	attento	attentive
1	guardava	looked
1	ne	on
1	la	-
1	mia	my
1	vista	face
1	s'	if
1	io	I
1	parea	appeared
1	contento	content
2	e	and
2	io	I
2	cui	whom
2	nova	fresh
2	sete	thirst
2	ancor	already
2	frugava	was goading
2	di	-
2	fuor	outwardly
2	tacea	was silent
2	e	and
2	dentro	within
2	dicea	was saying
2	Forse	Perhaps
2	lo	the
2	troppo	too much
2	dimandar	questioning
2	ch'	-
2	io	I
2	fo	make
2	li	him
2	grava	annoys
3	Ma	But
3	quel	that
3	padre	Father
3	verace	true
3	che	who
3	s'	-
3	accorse	perceived
3	del	the
3	timido	timid
3	voler	wish
3	che	which
3	non	not
3	s'	itself
3	apriva	disclose
3	parlando	by speaking
3	di	to
3	parlare	speak
3	ardir	hardihood
3	mi	me
3	porse	gave
4	Ond'	Then
4	io	I
4	Maestro	-
4	il	-
4	mio	My
4	veder	sight
4	s'	-
4	avviva	is vivified
4	sì	so
4	nel	in
4	tuo	thy
4	lume	light
4	ch'	that
4	io	I
4	discerno	discern
4	chiaro	clearly
4	quanto	all that
4	la	-
4	tua	thy
4	ragion	discourse
4	parta	may imply
4	o	or
4	descriva	declare
5	Però	therefore
5	ti	thee
5	prego	pray
5	dolce	sweet
5	padre	Father
5	caro	dear
5	che	that
5	mi	to me
5	dimostri	demonstrate
5	amore	love
5	a	to
5	cui	which
5	reduci	referrest
5	ogne	every
5	buono	good
5	operare	action
5	e	and
5	'l	-
5	suo	its
5	contraro	contrary
6	Drizza	Direct
6	disse	said
6	ver'	toward
6	me	me
6	l'	the
6	agute	keen
6	luci	eyes
6	de	of
6	lo	the
6	'ntelletto	understanding
6	e	and
6	fieti	will be, thee
6	manifesto	manifest
6	l'	the
6	error	error
6	de'	of the
6	ciechi	blind
6	che	who
6	si	themselves
6	fanno	make
6	duci	leaders
7	L'	The
7	animo	mind
7	ch'	which
7	è	is
7	creato	created
7	ad	to
7	amar	love
7	presto	apt
7	ad	unto
7	ogne	every
7	cosa	thing
7	è	is
7	mobile	mobile
7	che	that
7	piace	pleases
7	tosto	soon
7	che	as
7	dal	by
7	piacere	pleasure
7	in	to
7	atto	action
7	è	is
7	desto	roused
8	Vostra	Your
8	apprensiva	faculty of apprehension
8	da	from
8	esser	existence
8	verace	real
8	tragge	draws
8	intenzione	image
8	e	and
8	dentro	within
8	a	-
8	voi	you
8	la	it
8	spiega	displays
8	sì	so
8	che	that
8	l'	the
8	animo	mind
8	ad	to
8	essa	it
8	volger	turn
8	face	makes
9	e	and
9	se	if
9	rivolto	thus turned
9	inver'	toward
9	di	-
9	lei	it
9	si	-
9	piega	incline
9	quel	that
9	piegare	inclination
9	è	is
9	amor	love
9	quell'	that inclination
9	è	is
9	natura	nature
9	che	which
9	per	by
9	piacer	pleasure
9	di	-
9	novo	anew
9	in	in
9	voi	you
9	si	is
9	lega	bound
10	Poi	Then
10	come	as
10	'l	the
10	foco	fire
10	movesi	moveth
10	in	-
10	altura	upward
10	per	by
10	la	its
10	sua	own
10	forma	form
10	ch'	which
10	è	is
10	nata	born
10	a	to
10	salire	ascend
10	là	thither
10	dove	where
10	più	longest
10	in	in
10	sua	its
10	matera	material
