Group	Italian	English
1	Né	not
1	'l	-
1	dir	Speech
1	l'	the
1	andar	going
1	né	nor
1	l'	the
1	andar	going
1	lui	that
1	più	more
1	lento	slow
1	facea	made
1	ma	but
1	ragionando	talking
1	andavam	we went on
1	forte	apace
1	sì	even
1	come	as
1	nave	ship
1	pinta	urged
1	da	by
1	buon	good
1	vento	wind
2	e	And
2	l'	the
2	ombre	shades
2	che	that
2	parean	seemed
2	cose	things
2	rimorte	doubly dead
2	per	through
2	le	the
2	fosse	pits
2	de	of
2	li	their
2	occhi	eyes
2	ammirazione	wonder
2	traean	drew in
2	di	at
2	me	me
2	di	that
2	mio	I
2	vivere	was alive
2	accorte	perceiving
3	E	And
3	io	I
3	continüando	continuing
3	al	-
3	mio	my
3	sermone	discourse
3	dissi	said
3	Ella	He
3	sen	-
3	va	goeth
3	sù	up
3	forse	perchance
3	più	more
3	tarda	slowly
3	che	than
3	non	-
3	farebbe	would do
3	per	for
3	altrui	another’s
3	cagione	sake
4	Ma	But
4	dimmi	tell me
4	se	if
4	tu	thou
4	sai	knowest
4	dov'	where
4	è	is
4	Piccarda	Piccarda
4	dimmi	tell me
4	s'	if
4	io	I
4	veggio	see
4	da	of
4	notar	note
4	persona	person
4	tra	among
4	questa	this
4	gente	folk
4	che	that
4	sì	so
4	mi	me
4	riguarda	gazes at
5	La	-
5	mia	My
5	sorella	sister
5	che	who
5	tra	between
5	bella	fair
5	e	and
5	buona	good
5	non	not
5	so	know
5	qual	which
5	fosse	was
5	più	most
5	trïunfa	triumphs
5	lieta	rejoicing
5	ne	on
5	l'	-
5	alto	high
5	Olimpo	Olympus
5	già	already
5	di	in
5	sua	her
5	corona	crown
6	Sì	So
6	disse	he said
6	prima	first
6	e	and
6	poi	then
6	Qui	Here
6	non	not
6	si	it is
6	vieta	forbidden
6	di	to
6	nominar	name
6	ciascun	each other
6	da	since
6	ch'	-
6	è	is
6	sì	so
6	munta	milked
6	nostra	our
6	sembianza	semblance
6	via	away
6	per	by
6	la	the
6	dïeta	diet
7	Questi	This
7	e	and
7	mostrò	pointed
7	col	with
7	dito	finger
7	è	is
7	Bonagiunta	Bonagiunta
7	Bonagiunta	Bonagiunta
7	da	of
7	Lucca	Lucca
7	e	and
7	quella	that
7	faccia	face
7	di	-
7	là	beyond
7	da	-
7	lui	him
7	più	more
7	che	than
7	l'	-
7	altre	others
7	trapunta	sharpened
8	ebbe	had
8	la	the
8	Santa	Holy
8	Chiesa	Church
8	in	in
8	le	-
8	sue	his
8	braccia	arms
8	dal	from
8	Torso	Tours
8	fu	was
8	e	and
8	purga	purges
8	per	by
8	digiuno	fasting
8	l'	the
8	anguille	eels
8	di	of
8	Bolsena	Bolsena
8	e	and
8	la	the
8	vernaccia	Vernaccia wine
9	Molti	Many
9	altri	others
9	mi	to me
9	nomò	he named
9	ad	-
9	uno	one
9	ad	by
9	uno	one
9	e	and
9	del	their
9	nomar	naming
9	parean	appeared
9	tutti	all
9	contenti	content
9	sì	so
9	ch'	that
9	io	I
9	però	for this
9	non	not
9	vidi	saw
9	un	one
9	atto	mien
9	bruno	dark
10	Vidi	I saw
10	per	For
10	fame	hunger
10	a	on
10	vòto	emptiness
10	usar	using
10	li	their
10	denti	teeth
10	Ubaldin	Ubaldin
10	da	dalla
10	la	-
10	Pila	Pila
10	e	and
10	Bonifazio	Boniface
10	che	who
10	pasturò	shepherded
10	col	with
10	rocco	crook
10	molte	many
10	genti	people
11	Vidi	I saw
11	messer	Messer
11	Marchese	Marchese
11	ch'	who
11	ebbe	had
11	spazio	leisure
11	già	once
11	di	to
11	bere	drink
11	a	at
11	Forlì	Forum
11	con	with
11	men	less
11	secchezza	thirst
11	e	and
11	sì	even so
11	fu	was
11	tal	such
11	che	that
11	non	not
11	si	he
11	sentì	felt
11	sazio	sated
